t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	100	0	0	0	0.4
1	100	0	0	0	0.4
11	0	100	0	0	0.4
13	0	100	0	0	0.4
14	100	0	0	0	0.4
16	100	0	0	0	0.4
