id	url	source	comment	authors	name	missing information	mail	method.type
0406	10.1016/j.jpba.2015.06.020	Publication - Jiang	Submitted by Fangyuan Sun	Zhenzuo Jiang, Yuefei Wang, Yan Zhu, Lei Zhang, Xin Chai, Miaomiao Jiang, Lihua Shan 	ROASMI_7			RP
