id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0337_00100	2-Hydroxytetradecanoic acid	C14H28O3	6.168		missing SMILES		
0337_00101	Isopalmitic acid	C16H32O2	6.611		missing SMILES		
0337_00102	14-Methylhexadecanoic acid	C17H34O2	6.661		missing SMILES		
0337_00103	2-Hydroxyhexadecanoic acid	C16H32O3	6.38		missing SMILES		
0337_00104	Isostearic acid	C18H36O2	6.732		missing SMILES		
0337_00105	17-Methylstearic acid	C19H38O2	6.78		missing SMILES		
0337_00108	Heptacosanoic Acid	C27H54O2	7.105		missing SMILES		
0337_00113	Phytanic acid	C20H40O2	6.737		missing SMILES		
0337_00114	Heneicosanoic acid	C21H42O2	6.879		missing SMILES		
0337_00115	Behenic acid	C22H44O2	6.923		missing SMILES		
0337_00116	Tricosanoic acid	C23H46O2	6.972		missing SMILES		
0337_00119	Pentacosanoic Acid	C25H50O2	7.043		missing SMILES		
0337_00120	Octacosanoic acid	C28H56O2	7.136		missing SMILES		
0337_00126	15-Methylpalmitic acid	C17H34O2	6.645		missing SMILES		
0337_00130	Arachidic acid	C20H40O2	6.74		missing SMILES		
0337_00135	2-Methyl-4-pentenoic acid	C6H10O2	3.339		missing SMILES		
0337_00140	3,3-Dimethylglutaric acid	C7H12O4	3.339		missing SMILES		
0337_00142	17-Octadecynoic acid	C18H32O2	6.612		missing SMILES		
0337_00152	Heptadecanoic acid	C17H34O2	6.671		missing SMILES		
0337_00153	Nonadecanoic acid	C19H38O2	6.787		missing SMILES		
0337_00162	10-Hydroxydecanoic acid	C10H20O3	5.046		missing SMILES		
0337_00175	Palmitic acid	C16H32O2	6.612		missing SMILES		
0337_00178	Stearic acid	C18H36O2	6.732		missing SMILES		
0337_00185	Azelaic acid	C9H16O4	4.653		missing SMILES		
0337_00189	Aleuritic acid	C16H32O5	5.049		missing SMILES		
0337_00195	INOSINE MONOPHOSPHATE	C10H13N4O8P	0.725		missing SMILES		
0337_00196	GUANOSINE	C10H13N5O5	1.333		missing SMILES		
0337_00197	THYMIDINE	C10H14N2O5	2.365		missing SMILES		
0337_00201	METHYLTHIOADENOSINE	C11H15N5O3S	3.326		missing SMILES		
0337_00202	N-ACETYLNEURAMINATE	C11H19NO9	0.606		missing SMILES		
0337_00203	N-ACETYLTRYPTOPHAN	C13H14N2O3	4.284		missing SMILES		
0337_00214	MALONATE	C3H4O4	0.606		missing SMILES		
0337_00218	SARCOSINE	C3H7NO2	3.326		missing SMILES		
0337_00219	L-ALANINE	C3H7NO2	3.326		missing SMILES		
0337_00226	URACIL	C4H4N2O2	0.747		missing SMILES		
0337_00231	MALATE	C4H6O5	0.677		missing SMILES		
0337_00248	PURINE	C5H4N4	1.497		missing SMILES		
0337_00250	XANTHINE	C5H4N4O2	1.054		missing SMILES		
0337_00251	URATE	C5H4N4O3	0.817		missing SMILES		
0337_00252	ADENINE	C5H5N5	3.326		missing SMILES		
0337_00255	DIHYDROOROTATE	C5H6N2O4	0.747		missing SMILES		
0337_00272	ISOCITRATE	C6H8O7	0.677		missing SMILES		
0337_00274	QUINATE	C7H12O6	0.633		missing SMILES		
0337_00280	TYROSINE	C9H11NO3	0.84		missing SMILES		
0337_00281	L-DOPA	C9H11NO4	0.725		missing SMILES		
0337_00283	URIDINE MONOPHOSPHATE	C9H13N2O9P	0.633		missing SMILES		
0337_00284	CYTIDINE	C9H13N3O5	0.633		missing SMILES		
0337_00285	DEOXYCYTIDINE MONOPHOSPHATE	C9H14N3O7P	0.655		missing SMILES		
0337_00286	CARNOSINE	C9H14N4O3	0.561		missing SMILES		
0337_00290	XANTHOSINE	C10H12N4O6	1.749		missing SMILES		
0337_00297	TRYPTOPHAN	C11H12N2O2	2.731		missing SMILES		
0337_00300	TREHALOSE	C12H22O11	0.601		missing SMILES		
0337_00301	CITICOLINE	C14H26N4O11P2	0.627		missing SMILES		
0337_00303	THYROTROPIN RELEASING HORMONE	C16H22N6O4	2.263		missing SMILES		
0337_00304	DTDP-D-GLUCOSE	C16H26N2O16P2	0.721		missing SMILES		
0337_00305	MELANIN	C18H10N2O4	6.076		missing SMILES		
0337_00319	3-SULFINOALANINE	C3H7NO4S	0.557		missing SMILES		
0337_00320	CYSTEATE	C3H7NO5S	0.557		missing SMILES		
0337_00325	TARTRATE	C4H6O6	0.601		missing SMILES		
0337_00341	N-ACETYLASPARAGINE	C6H10N2O4	0.698		missing SMILES		
0337_00343	GLUCURONATE	C6H10O7	0.557		missing SMILES		
0337_00344	GALACTARATE	C6H10O8	0.579		missing SMILES		
0337_00346	4-ACETAMIDOBUTANOATE	C6H11NO3	1.585		missing SMILES		
0337_00352	GLUCONATE	C6H12O7	0.579		missing SMILES		
0337_00355	6-PHOSPHOGLUCONATE	C6H13O10P	0.579		missing SMILES		
0337_00356	GLUCOSE 6-PHOSPHATE	C6H13O9P	0.557		missing SMILES		
0337_00371	THEOPHYLLINE	C7H8N4O2	3.759		missing SMILES		
0337_00372	PARAXANTHINE	C7H8N4O2	3.759		missing SMILES		
0337_00373	3-DEHYDROSHIKIMATE	C7H8O5	0.766		missing SMILES		
0337_00375	DOPAMINE	C8H11NO2	0.766		missing SMILES		
0337_00378	HOMOCYSTINE	C8H16N2O4S2	0.627		missing SMILES		
0337_00380	4-PYRIDOXATE	C8H9NO4	2.17		missing SMILES		
0337_00387	CYCLIC GMP	C10H12N5O7P	1.376		missing SMILES		
0337_00388	XANTHOSINE-MONOPHOSPHATE	C10H13N4O9P	0.743		missing SMILES		
0337_00390	DEOXYGUANOSINE	C10H13N5O4	1.984		missing SMILES		
0337_00392	THYMIDINE-MONOPHOSPHATE	C10H15N2O8P	0.837		missing SMILES		
0337_00393	DGDP	C10H15N5O10P2	0.699		missing SMILES		
0337_00394	ADENOSINE 3',5'-DIPHOSPHATE	C10H15N5O10P2	0.699		missing SMILES		
0337_00403	URIDINE DIPHOSPHATE GLUCOSE	C15H24N2O17P2	0.606		missing SMILES		
0337_00405	URIDINE DIPHOSPHATEGALACTOSE	C15H24N2O17P2	0.606		missing SMILES		
0337_00406	ADP-GLUCOSE	C16H25N5O15P2	0.629		missing SMILES		
0337_00408	S-HEXYL-GLUTATHIONE	C16H29N3O6S	4.743		missing SMILES		
0337_00409	RIBOFLAVIN	C17H20N4O6	4.628		missing SMILES		
0337_00410	URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE	C17H27N3O17P2	0.606		missing SMILES		
0337_00411	URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE	C17H27N3O17P2	0.606		missing SMILES		
0337_00422	3-PHOSPHOGLYCERATE	C3H7O7P	0.606		missing SMILES		
