id	authors	name	url	source	method.type
0437	L. Mark Hall, Dennis W. Hill, Kelly Bugden, Shannon Cawley, Lowell H. Hall, Ming-Hui Chen, David F. Grant	ROASMI_86	10.1021/acs.jcim.7b00496	Publication - Hall	RP
