id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0413_00001			3.1	6508	C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O								
0413_00002			5.2	1794427	C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O								
0413_00003			6.6	9798666	C1[C@H](C([C@@H](CC1(C(=O)O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O								
0413_00004			8.8	5281643	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O)O								
0413_00005			9.3	5274585	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O								
0413_00006			9.7	5280805	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C(Oc4cc(O)cc(O)c4C3=O)c5ccc(O)c(O)c5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O								
0413_00007			9.9	5280459	C[C@@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)[C@H](O)[C@H](O)[C@H]1O								
0413_00008			10.2	25079965	C[C@@H]1O[C@@H](Oc2cc(O)c3c(OC(=C(O)C3=O)c4ccc(O)cc4)c2)[C@H](O)[C@H](O)[C@H]1O								
0413_00009			10.3	9930064	C[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)/C=C/[C@@]2(O)C(=CC(=O)CC2(C)C)C								
0413_00010			10.6	5280343	Oc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O)c(O)c3)O								
0413_00011			11.6	439533	O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3								
0413_00012			12.2	5280681	COC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)c(O)c3	COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC(=C(C=C3)O)O							
0413_00013			12.5	5320946	COc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccc(O)cc3)O	COC1=CC(=C2C(=C1)OC(=C(C2=O)O)C3=CC=C(C=C3)O)O							
0413_00014			13.5	5280863	Oc1ccc(cc1)C2=C(O)C(=O)c3c(O)cc(O)cc3O2	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O							
0413_00015			13.6	10414856	Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)c(c3O2)C4=C(Oc5cc(O)cc(O)c5C4=O)c6ccc(O)cc6	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(OC5=CC(=CC(=C5C4=O)O)O)C6=CC=C(C=C6)O)O							
0413_00016			14.0	122850	O[C@@H]1[C@H](Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3								
0413_00017			14.9	5281600	Oc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)c(c3O2)c4cc(ccc4O)C5=CC(=O)c6c(O)cc(O)cc6O5	C1=CC(=CC=C1C2=CC(=O)C3=C(O2)C(=C(C=C3O)O)C4=C(C=CC(=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O)O)O)O							
0413_00018			15.0	932	Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O							
0413_00019			15.2	637775	COc1cc(\C=C\C(O)=O)cc(OC)c1O								
0413_00020			15.4	5315778	CCC(C)C(=O)c1c(O)c(C)c(OC/C=C(C)/CCC=C(C)C)c(C(C)=O)c1O								
0413_00021			15.6	9996463	CC1(C)Oc2cc(O)c3C(=O)c4ccc(O)c(O)c4Oc3c2C=C1	CC1(C=CC2=C(O1)C=C(C3=C2OC4=C(C3=O)C=CC(=C4O)O)O)C							
0413_00022			15.9	471721	COc1cc2OC(=C(OC)C(=O)c2c(OC)c1OC)c3ccccc3								
0413_00023			18.3	101708792	CC(C)C(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)C(C)C)(C)C)O)O)C/C=C(\C)/CCC=C(C)C)O								
0413_00024			18.4	3082647	CCC(C)C(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)C(C)C)(C)C)O)O)C)O	CCC(C)C(=O)C1=C(C(=C(C(=C1O)CC2=C(C(C(=O)C(=C2O)C(=O)C(C)C)(C)C)O)O)C)O							
0413_00025			20.1	3082648	CC1=C(C(=C(C(=C1O)C(=O)C(C)C)O)CC2=C(C(C(=O)C(=C2O)C(=O)C(C)C)(C)C)O)O	CC1=C(C(=C(C(=C1O)C(=O)C(C)C)O)CC2=C(C(C(=O)C(=C2O)C(=O)C(C)C)(C)C)O)O							
0413_00026			20.4	5471610	CC(=CC[C@H]1C[C@]2(C(=O)/C(=C(\C3=CC=CC=C3)/O)/C(=O)[C@](C2=O)(C1(C)C)CC=C(C)C)CC=C(C)C)C								
0413_00027			20.5	5281426	C1=CC(=CC2=C1C=CC(=O)O2)O	C1=CC(=CC2=C1C=CC(=O)O2)O							
0413_00028			22.7	10748	COC1=CC2=C(C=C1)C=CC(=O)O2	COC1=CC2=C(C=C1)C=CC(=O)O2							
0413_00029			23.6	85225480	CC(C)(C1CCC(O1)(CO)C(CO)O)OC2C(C(C(C(O2)CO)O)O)O	CC(C)(C1CCC(O1)(CO)C(CO)O)OC2C(C(C(C(O2)CO)O)O)O							
0413_00030			25.7	57490839	COC1=CC2=C(C=C1)C(=O)C3=C(O2)C(=CC=C3)O	COC1=CC2=C(C=C1)C(=O)C3=C(O2)C(=CC=C3)O							
0413_00031			26.0	10228	CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C	CC(=CCC1=C(C=CC2=C1OC(=O)C=C2)OC)C							
0413_00032			26.9	5281663	Oc1cc(O)c2C(=O)c3cccc(O)c3Oc2c1								
0413_00033			28.8	5321880	CC(C)=CCc1c(O)cc(O)c2C(=O)c3ccc(O)c(O)c3Oc12	CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C3=C(O2)C(=C(C=C3)O)O)C							
0413_00034			29.0	5464641	CC1(C)Oc2cc(O)c3C(=O)c4cccc(O)c4Oc3c2C=C1	CC1(C=CC2=C(O1)C=C(C3=C2OC4=C(C3=O)C=CC=C4O)O)C							
0413_00035			31.6	161937	C[C@@H]1[C@H](O)C[C@@H](O)C2=CC[C@H](C[C@]12C)C(C)=C								
