id	name	method.type	source	url	pmid	authors	missing information	comment
0384	AA_LC3	RP	Publication - Aalizadeh	https://doi.org/10.1021/acs.analchem.2c02893	36347512	R. Aalizadeh, V. Nikolopoulou, N. S. Thomaidis		
