id	name	method.type	source	url	pmid	authors	missing information	comment
0282	Kruve Lab_17	HILIC	Publication - Souihi	https://doi.org/10.1016/j.chroma.2022.462867		A. Souihi, M.P. Mohai, E. Palm, L. Malm, A. Kruve		
