id	name	formula	rt	smiles.std	status
0345_00064	Decanoyl-L-carnitine	C17H33NO4	4.354		'PUGREST.BadRequest: error: '
0345_00078	Propionyl-L-carnitine	C10H19NO4	1.077		'PUGREST.BadRequest: error: '
0345_00091	3-Methylglutarylcarnitine	C13H23NO6	2.618		'PUGREST.BadRequest: error: '
0345_00095	Stearoyl-L-carnitine	C25H49NO4	6.197		'PUGREST.BadRequest: error: '
0345_00100	2-Hydroxytetradecanoic acid	C14H28O3	6.29		'PUGREST.BadRequest: error: '
0345_00103	2-Hydroxyhexadecanoic acid	C16H32O3	6.875		'PUGREST.BadRequest: error: '
0345_00113	Phytanic acid	C20H40O2	8.113		'PUGREST.BadRequest: error: '
0345_00135	2-Methyl-4-pentenoic acid	C6H10O2	2.857		'PUGREST.BadRequest: error: '
0345_00140	3,3-Dimethylglutaric acid	C7H12O4	2.857		'PUGREST.BadRequest: error: '
0345_00148	10-Undecenoic acid	C11H20O2	4.251		'PUGREST.BadRequest: error: '
0345_00162	10-Hydroxydecanoic acid	C10H20O3	3.863		'PUGREST.BadRequest: error: '
0345_00178	Stearic acid	C18H36O2	7.954		'PUGREST.BadRequest: error: '
0345_00185	Azelaic acid	C9H16O4	3.48		'PUGREST.BadRequest: error: '
0345_00189	Aleuritic acid	C16H32O5	3.669		'PUGREST.BadRequest: error: '
0345_00194	INOSINE	C10H12N4O5	0.84		'PUGREST.BadRequest: error: '
0345_00195	INOSINE MONOPHOSPHATE	C10H13N4O8P	0.605		'PUGREST.BadRequest: error: '
0345_00196	GUANOSINE	C10H13N5O5	0.84		'PUGREST.BadRequest: error: '
0345_00197	THYMIDINE	C10H14N2O5	1.398		'PUGREST.BadRequest: error: '
0345_00198	DEOXYADENOSINE MONOPHOSPHATE	C10H14N5O6P	0.605		'PUGREST.BadRequest: error: '
0345_00199	TRYPTOPHAN	C11H12N2O2	2.452		'PUGREST.BadRequest: error: '
0345_00201	METHYLTHIOADENOSINE	C11H15N5O3S	2.381		'PUGREST.BadRequest: error: '
0345_00202	N-ACETYLNEURAMINATE	C11H19NO9	0.58		'PUGREST.BadRequest: error: '
0345_00203	N-ACETYLTRYPTOPHAN	C13H14N2O3	3.318		'PUGREST.BadRequest: error: '
0345_00204	FOLATE	C19H19N7O6	2.475		'PUGREST.BadRequest: error: '
0345_00214	MALONATE	C3H4O4	0.605		'PUGREST.BadRequest: error: '
0345_00226	URACIL	C4H4N2O2	0.628		'PUGREST.BadRequest: error: '
0345_00231	MALATE	C4H6O5	0.698		'PUGREST.BadRequest: error: '
0345_00232	MALATE	C4H6O5	0.698		'PUGREST.BadRequest: error: '
0345_00243	GLUTAMINE	C5H10N2O3	0.536		'PUGREST.BadRequest: error: '
0345_00250	XANTHINE	C5H4N4O2	0.792		'PUGREST.BadRequest: error: '
0345_00251	URATE	C5H4N4O3	0.628		'PUGREST.BadRequest: error: '
0345_00255	DIHYDROOROTATE	C5H6N2O4	0.628		'PUGREST.BadRequest: error: '
0345_00272	ISOCITRATE	C6H8O7	0.628		'PUGREST.BadRequest: error: '
0345_00274	QUINATE	C7H12O6	0.58		'PUGREST.BadRequest: error: '
