t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	5	95	0	0	0.5
5	5	95	0	0	0.5
20	43	57	0	0	0.5
25	43	57	0	0	0.5
30	5	95	0	0	0.5
40	5	95	0	0	0.5
