id	url	source	comment	authors	name	missing information	mail
draft_01362	10.1016/j.jhazmat.2019.121713		Submitted by Fangyuan Sun	Mengling Tang, Yanhui Ao, Peifang Wang, Chao Wang	ROASMI_70	general flowrate, can be obtained from gradient data	
