id	url	source	comment	authors	name	missing information	mail
0421	10.1016/j.aca.2011.01.006		Submitted by Fangyuan Sun	Yves Moulard, Ludovic Bailly-Chouriberry, Sophie Boyer, Patrice Garcia, Marie-Agnès Popot, Yves Bonnaire	ROASMI_54		
