id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0403_00001			0.653	890	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O							
0403_00002			0.688	172313	C([C@@H]1[C@H]([C@@H](C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O								
0403_00003			0.692	14925	C(C(CC(=O)O)C(=O)O)C(=O)O	C(C(CC(=O)O)C(=O)O)C(=O)O							
0403_00004			0.702	311	C(C(=O)O)C(CC(=O)O)(C(=O)O)O	C(C(=O)O)C(CC(=O)O)(C(=O)O)O							
0403_00005			0.702	1198	C(C(C(C(=O)O)O)C(=O)O)C(=O)O	C(C(C(C(=O)O)O)C(=O)O)C(=O)O							
0403_00006			0.702	444212	C(/C(=C\C(=O)O)/C(=O)O)C(=O)O								
0403_00007			0.702	643757	C(/C(=C/C(=O)O)/C(=O)O)C(=O)O								
0403_00008			0.703	123953	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)O								
0403_00009			0.706	91493	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O								
0403_00010			0.709	6132	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O								
0403_00011			0.709	6176	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O								
0403_00012			0.71	59	C(C(C(=O)O)OP(=O)(O)O)O	C(C(C(=O)O)OP(=O)(O)O)O							
0403_00013			0.711	1005	C=C(C(=O)O)OP(=O)(O)O	C=C(C(=O)O)OP(=O)(O)O							
0403_00014			0.712	724	C(C(C(=O)O)O)OP(=O)(O)O	C(C(C(=O)O)O)OP(=O)(O)O							
0403_00015			0.713	73323	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O								
0403_00016			0.713	123658	C([C@H]([C@H](C(=O)COP(=O)(O)O)O)O)OP(=O)(O)O								
0403_00017			0.716	6133	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O								
0403_00018			0.72	159296	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)OP(=O)(O)O)O)N								
0403_00019			0.722	525	C(C(C(=O)O)O)C(=O)O	C(C(C(=O)O)O)C(=O)O							
0403_00020			0.722	92824	C([C@H](C(=O)O)O)C(=O)O								
0403_00021			0.722	222656	C([C@@H](C(=O)O)O)C(=O)O								
0403_00022			0.726	17473	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)O)O								
0403_00023			0.727	106	C(C(C(=O)O)N)OP(=O)(O)O	C(C(C(=O)O)N)OP(=O)(O)O							
0403_00024			0.727	68841	C([C@@H](C(=O)O)N)OP(=O)(O)O								
0403_00025			0.727	69507	C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O								
0403_00026			0.727	439958	C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)OP(=O)(O)O								
0403_00027			0.728	1081	CC(CC(=O)O)(C(=O)O)O	CC(CC(=O)O)(C(=O)O)O							
0403_00028			0.728	181976	C(C(CC(=O)O)O)C(=O)O	C(C(CC(=O)O)O)C(=O)O							
0403_00029			0.728	439167	C([C@@H]1[C@H]([C@H](C(O1)O)O)O)OP(=O)(O)O								
0403_00030			0.728	439939	C(CC(=O)O)[C@@H](C(=O)O)O								
0403_00031			0.73	6031	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O)O)O								
0403_00032			0.73	33037	[C@H]([C@@H]([C@@H](C(=O)O)O)O)([C@H](C(=O)O)O)O								
0403_00033			0.73	3037582	[C@@H]([C@@H]([C@H](C(=O)O)O)O)([C@@H](C(=O)O)O)O								
0403_00034			0.731	51	C(CC(=O)O)C(=O)C(=O)O	C(CC(=O)O)C(=O)C(=O)O							
0403_00035			0.731	487	CC(C(=O)O)C(=O)O	CC(C(=O)O)C(=O)O							
0403_00036			0.731	867	C(C(=O)O)C(=O)O	C(C(=O)O)C(=O)O							
0403_00037			0.731	1110	C(CC(=O)O)C(=O)O	C(CC(=O)O)C(=O)O							
0403_00038			0.731	444266	C(=C\C(=O)O)\C(=O)O								
0403_00039			0.731	444972	C(=C/C(=O)O)\C(=O)O								
0403_00040			0.733	1060	CC(=O)C(=O)O	CC(=O)C(=O)O							
0403_00041			0.733	1662	CC(CC(=O)O)(CC(=O)O)O	CC(CC(=O)O)(CC(=O)O)O							
0403_00042			0.733	65065	CC(=O)N[C@@H](CC(=O)O)C(=O)O								
0403_00043			0.733	193530	C(CC(C(=O)O)O)CC(=O)O	C(CC(C(=O)O)O)CC(=O)O							
0403_00044			0.734	743	C(CC(=O)O)CC(=O)O	C(CC(=O)O)CC(=O)O							
0403_00045			0.734	10349	CC(CC(=O)O)C(=O)O	CC(CC(=O)O)C(=O)O							
0403_00046			0.734	11756	CCC(C(=O)O)C(=O)O	CCC(C(=O)O)C(=O)O							
0403_00047			0.734	65070	C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O								
0403_00048			0.736	10132	C(=O)(C(=O)O)C(=O)O	C(=O)(C(=O)O)C(=O)O							
0403_00049			0.737	6830	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N								
0403_00050			0.737	439655	[C@H]([C@@H](C(=O)O)O)(C(=O)O)O								
0403_00051			0.737	444305	[C@@H]([C@H](C(=O)O)O)(C(=O)O)O								
0403_00052			0.737	9548602	CN(CC(=O)O)/C(=N/P(=O)(O)O)/N								
0403_00053			0.738	2526	C(C(CO)OP(=O)(O)O)O	C(C(CO)OP(=O)(O)O)O							
0403_00054			0.738	150855	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)OP(=O)(O)O)O								
0403_00055			0.74	71	C(CC(=O)C(=O)O)CC(=O)O	C(CC(=O)C(=O)O)CC(=O)O							
0403_00056			0.74	196	C(CCC(=O)O)CC(=O)O	C(CCC(=O)O)CC(=O)O							
0403_00057			0.74	12046	CC(CCC(=O)O)C(=O)O	CC(CCC(=O)O)C(=O)O							
0403_00058			0.74	12284	CC(CC(=O)O)CC(=O)O	CC(CC(=O)O)CC(=O)O							
0403_00059			0.74	73917	COC(=O)CCCC(=O)O	COC(=O)CCCC(=O)O							
0403_00060			0.743	98	C(C(=O)C(=O)O)S	C(C(=O)C(=O)O)S							
0403_00061			0.744	65127	C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)OP(=O)(O)O								
0403_00062			0.744	123912	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)O								
0403_00063			0.746	546	C(C(=O)O)P(=O)(O)O	C(C(=O)O)P(=O)(O)O							
0403_00064			0.747	6831	C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O								
0403_00065			0.747	25701	C(C(C(=O)O)N)S(=O)(=O)O	C(C(C(=O)O)N)S(=O)(=O)O							
0403_00066			0.748	811	C=C(CC(=O)O)C(=O)O	C=C(CC(=O)O)C(=O)O							
0403_00067			0.748	643798	C/C(=C/C(=O)O)/C(=O)O								
0403_00068			0.751	8977	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O)NC(=NC2=O)N								
0403_00069			0.753	100714	C(C(=O)O)(C(=O)O)N	C(C(=O)O)(C(=O)O)N							
0403_00070			0.753	1551553	C/C(=C\C(=O)O)/CC(=O)O								
0403_00071			0.754	6030	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O								
0403_00072			0.754	8583	C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O								
0403_00073			0.756	185	CC(=O)NC(CCC(=O)O)C(=O)O	CC(=O)NC(CCC(=O)O)C(=O)O							
0403_00074			0.757	5960	C([C@@H](C(=O)O)N)C(=O)O								
0403_00075			0.757	83887	C([C@H](C(=O)O)N)C(=O)O								
0403_00076			0.758	650	CC(=O)C(=O)C	CC(=O)C(=O)C							
0403_00077			0.758	33032	C(CC(=O)O)[C@@H](C(=O)O)N								
0403_00078			0.76	440997	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)N)O)O)OP(=O)(O)O								
0403_00079			0.761	157	C(C(=O)C(C(C(C(=O)O)O)O)O)O	C(C(=O)C(C(C(C(=O)O)O)O)O)O							
0403_00080			0.761	469	C(CC(C(=O)O)N)CC(=O)O	C(CC(C(=O)O)N)CC(=O)O							
0403_00081			0.761	92136	C(C[C@@H](C(=O)O)N)CC(=O)O								
0403_00082			0.761	94715	[C@@H]1([C@@H]([C@H](OC([C@@H]1O)O)C(=O)O)O)O								
0403_00083			0.761	439377	CN[C@@H](CCC(=O)O)C(=O)O								
0403_00084			0.761	444791	[C@@H]1([C@@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O								
0403_00085			0.762	138	C(CCN)CC(=O)O	C(CCN)CC(=O)O							
0403_00086			0.764	203	C(C(=O)O)(NC(=O)N)NC(=O)N	C(C(=O)O)(NC(=O)N)NC(=O)N							
0403_00087			0.764	385	C(CCC(=O)O)CCC(=O)O	C(CCC(=O)O)CCC(=O)O							
0403_00088			0.764	1066	C1=CC(=C(N=C1)C(=O)O)C(=O)O	C1=CC(=C(N=C1)C(=O)O)C(=O)O							
0403_00089			0.764	8629	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O								
0403_00090			0.764	12292	CC(CCC(=O)O)CC(=O)O	CC(CCC(=O)O)CC(=O)O							
0403_00091			0.764	18068	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O								
0403_00092			0.764	53477679	C1=CN(C(=O)NC1=O)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)(O)OP(=O)(O)OC3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)O)O)O								
0403_00093			0.769	339	C(CP(=O)(O)O)N	C(CP(=O)(O)O)N							
0403_00094			0.769	1549098	C([C@@H](C(=O)O)N)S(=O)O								
0403_00095			0.77	5886	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N								
0403_00096			0.77	90301	C1=C(C(=O)NC(=O)N1)C(=O)O	C1=C(C(=O)NC(=O)N1)C(=O)O							
0403_00097			0.77	439918	C([C@@H](C(=O)O)N=C(N)N)C(=O)O								
0403_00098			0.771	1015	C(COP(=O)(O)O)N	C(COP(=O)(O)O)N							
0403_00099			0.771	1017	C1=CC=C(C(=C1)C(=O)O)C(=O)O	C1=CC=C(C(=C1)C(=O)O)C(=O)O							
0403_00100			0.771	5957	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N								
0403_00101			0.771	439194	C([C@H](C(=O)O)O)O								
0403_00102			0.771	135398599	C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O								
0403_00103			0.772	10690	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O								
0403_00104			0.772	13945	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)(O)O)O								
0403_00105			0.772	72361	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)N)O)O)OS(=O)(=O)O								
0403_00106			0.774	370	C1=C(C=C(C(=C1O)O)O)C(=O)O	C1=C(C=C(C(=C1O)O)O)C(=O)O							
0403_00107			0.774	18396	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)NC(=NC2=O)N								
0403_00108			0.776	439283	C(C[C@@H](C(=O)O)N)C[C@@H](C(=O)O)N								
0403_00109			0.777	7866	C(CS(=O)(=O)O)O	C(CS(=O)(=O)O)O							
0403_00110			0.779	8742	C1[C@H]([C@@H]([C@@H](C=C1C(=O)O)O)O)O								
0403_00111			0.779	65110	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O)N)C(=O)N								
0403_00112			0.781	6508	C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O								
0403_00113			0.781	92283	C(=O)[C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O								
0403_00114			0.781	54670067	C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O								
0403_00115			0.781	135398640	C1=NC2=C(C(=O)N1)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O								
0403_00116			0.782	1088	CNCC(=O)O	CNCC(=O)O							
0403_00117			0.782	5950	C[C@@H](C(=O)O)N								
0403_00118			0.782	71080	C[C@H](C(=O)O)N								
0403_00119			0.782	439258	C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N								
0403_00120			0.785	192742	C(CO)C(C(=O)O)O	C(CO)C(C(=O)O)O							
0403_00121			0.786	61503	C[C@H](C(=O)O)O								
0403_00122			0.786	107689	C[C@@H](C(=O)O)O								
0403_00123			0.787	135398631	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N=C(NC2=O)N								
0403_00124			0.789	193653	C([C@@H](C(=O)O)N)SCC(=O)O								
0403_00125			0.789	445675	CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O								
0403_00126			0.789	6419712	CC(=O)N[C@@H]1[C@H]([C@H]([C@H](OC1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O								
0403_00127			0.79	111	C(CNC(=O)N)C(=O)O	C(CNC(=O)N)C(=O)O							
0403_00128			0.79	6267	C([C@@H](C(=O)O)N)C(=O)N								
