id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0077_00001	(2-AMINOETHYL)PHOSPHONATE	C2H8NO3P	2.53		missing SMILES		
0077_00003	1-AMINOCYCLOPROPANE-1-CARBOXYLATE	C4H7NO2	2.58		missing SMILES		
0077_00004	1-METHYL-6,7-DIHYDROXY-1,2,3,4-TETRAHYDROISOQUINOLINE	C10H13NO2	2.74		missing SMILES		
0077_00006	1-METHYLNICOTINAMIDE	C7H8N2O	2.44		missing SMILES		
0077_00007	1-NAPHTHYLAMINE	C10H9N	16.51		missing SMILES		
0077_00009	2,4-DIHYDROXYPTERIDINE	C6H4N4O2	5.19		missing SMILES		
0077_00010	2-AMINOETHYL DIHYDROGEN PHOSPHATE	C2H8NO4P	2.53		missing SMILES		
0077_00011	2-HYDROXYPYRIDINE	C5H5NO	5.99		missing SMILES		
0077_00012	3,3',5'-TRIIODOTHYRONINE	C15H12I3NO4	21.58		missing SMILES		
0077_00016	3-HYDROXYKYNURENINE	C10H12N2O4	2.83		missing SMILES		
0077_00018	3-METHYL-2-OXINDOLE	C9H9NO	18.89		missing SMILES		
0077_00019	3-METHYLADENINE	C6H7N5	2.69		missing SMILES		
0077_00020	3-METHYLHISTAMINE	C6H11N3	2.21		missing SMILES		
0077_00022	4-GUANIDINOBUTANOATE	C5H11N3O2	2.71		missing SMILES		
0077_00023	4-HYDROXY-2-QUINOLINECARBOXYLIC ACID	C10H7NO3	14.23		missing SMILES		
0077_00024	5,6-DIHYDROURACIL	C4H6N2O2	2.76		missing SMILES		
0077_00026	5-HYDROXYINDOLEACETATE	C10H9NO3	13.34		missing SMILES		
0077_00027	5-METHYLCYTOSINE	C5H7N3O	2.71		missing SMILES		
0077_00029	6-HYDROXYNICOTINATE	C6H5NO3	6.36		missing SMILES		
0077_00030	ADENINE	C5H5N5	2.71		missing SMILES		
0077_00031	AGMATINE	C5H14N4	2.21		missing SMILES		
0077_00034	BIS(2-ETHYLHEXYL)PHTHALATE	C24H38O4	30.04		missing SMILES		
0077_00035	BIS(3-AMINOPROPYL)AMINE	C6H17N3	2.06		missing SMILES		
0077_00036	CADAVERINE	C5H14N2	2.21		missing SMILES		
0077_00037	CAFFEINE	C8H10N4O2	14.4		missing SMILES		
0077_00039	CHOLINE	C5H14NO	2.44		missing SMILES		
0077_00043	CREATININE	C4H7N3O	2.53		missing SMILES		
0077_00046	CYTOSINE	C4H5N3O	2.53		missing SMILES		
0077_00049	DETHIOBIOTIN	C10H18N2O3	16.94		missing SMILES		
0077_00052	DIETHANOLAMINE	C4H11NO2	2.44		missing SMILES		
0077_00053	DIMETHYLBENZIMIDAZOLE	C9H10N2	15.19		missing SMILES		
0077_00057	GUANIDINOACETATE	C3H7N3O2	2.53		missing SMILES		
0077_00058	GUANINE	C5H5N5O	2.74		missing SMILES		
0077_00061	HIPPURATE	C9H9NO3	14.13		missing SMILES		
0077_00062	HISTAMINE	CH5H9N3	2.21		missing SMILES		
0077_00063	HOMOCYSTINE	C8H16N2O4S2	2.74		missing SMILES		
0077_00064	HYPOXANTHINE	C5H4N4O	2.8		missing SMILES		
0077_00065	INDOLE-3-ACETALDEHYDE	C10H9NO	13.57		missing SMILES		
0077_00066	INDOLE-3-ACETAMIDE	C10H10N2O	15.4		missing SMILES		
0077_00067	INDOLE-3-ACETATE	C10H9NO2	18.2		missing SMILES		
0077_00068	INDOLE-3-ETHANOL	C10H11NO	18.16		missing SMILES		
0077_00085	LUMICHROME	C12H10N4O2	19.15		missing SMILES		
0077_00086	MELATONIN	C13H16N2O2	17.55		missing SMILES		
0077_00087	METHYL INDOLE-3-ACETATE	C11H11NO2	20.5		missing SMILES		
0077_00089	METHYLGUANIDINE	C2H7N3	2.53		missing SMILES		
0077_00091	N1-ACETYLSPERMINE	C12H28N4O	2.12		missing SMILES		
0077_00092	N6-(DELTA2-ISOPENTENYL)-ADENINE	C10H13N5	16.94		missing SMILES		
0077_00095	N-ACETYLPUTRESCINE	C6H14N2O	2.71		missing SMILES		
0077_00096	N-ACETYLSEROTONIN	C12H14N2O2	13.57		missing SMILES		
0077_00101	NICOTINAMIDE	C6H6N2O	3.66		missing SMILES		
0077_00103	N-METHYLTRYPTAMINE	C11H14N2	13.29		missing SMILES		
0077_00106	PHOSPHOCHOLINE	C5H14NO4P	2.51		missing SMILES		
0077_00107	PROTOPORPHYRIN	C34H34N4O4	29.54		missing SMILES		
0077_00108	PTERIN	C6H5N5O	4.78		missing SMILES		
0077_00109	PYRIDOXAMINE	C8H12N2O2	2.37		missing SMILES		
0077_00110	RAC-GLYCEROL 1-MYRISTATE	C17H34O4	28.17		missing SMILES		
0077_00111	RIBOFLAVIN	C17H20N4O6	15.48		missing SMILES		
0077_00113	SELENOMETHIONINE	C5H11NO2Se	4.52		missing SMILES		
0077_00114	SEROTONIN	C10H12N2O	2.74		missing SMILES		
0077_00117	SPERMIDINE	C7H19N3	2.09		missing SMILES		
0077_00118	SPERMINE	C10H26N4	2.33		missing SMILES		
0077_00120	THIAMINE MONOPHOSPHATE	C12H17N4O4PS	2.46		missing SMILES		
0077_00121	THIOPURINE S-METHYLETHER	C6H6N4S	15.05		missing SMILES		
0077_00124	URACIL	C4H4N2O2	2.76		missing SMILES		
0077_00125	URATE	C5H4N4O3	2.74		missing SMILES		
0077_00127	XANTHURENIC ACID	C10H7NO4	13.76		missing SMILES		
