id	url	source	comment	authors	name	missing information	mail	method.type
0397	10.1016/j.phytochem.2014.10.005	Publication - Eugster	Submitted by Fangyuan Sun	Philippe J. Eugster, Julien Boccard, Benjamin Debrus, Lise Bréant, Jean-Luc Wolfender, Sophie Martel, Pierre-Alain Carrupt	ROASMI_68			RP
