id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0416_00001			4.42	15596585	CC(=O)OCC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)C(O)C(O)C1O	CC(=O)OCC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O							
0416_00002			2.05	68313	CN(C)CCC1=CC=C(O)C=C1	CN(C)CCC1=CC=C(C=C1)O							
0416_00003			3.15	14311151	COC1=CC(=CC=C1O)C1=C(OC2OC(CO)C(O)C(O)C2O)C=C2C(O)=CC(O)=CC2=[O+]1	COC1=C(C=CC(=C1)C2=[O+]C3=CC(=CC(=C3C=C2OC4C(C(C(C(O4)CO)O)O)O)O)O)O							
0416_00004			4.21	10743	COC1=CC(C=CC(O)=O)=CC(OC)=C1O	COC1=CC(=CC(=C1O)OC)C=CC(=O)O							
0416_00005			4.76	9984	COC1=CC(C=CC=O)=CC=C1O	COC1=C(C=CC(=C1)C=CC=O)O							
0416_00006			4.39	5353588	COC1=CC=C(C=C1O)C1=CC(=O)C2=C(O1)C=C(OC1OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C1O)C=C2O	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O							
0416_00007			2.93	22652	COC1=CC2=C(C=C1OC)C(C)=NCC2	CC1=NCCC2=CC(=C(C=C12)OC)OC							
0416_00008			6.43	425	O=C(C=CC1=CC=C(O)C=C1)C=2C=CC(O)=CC=2(O)	C1=CC(=CC=C1C=CC(=O)C2=C(C=C(C=C2)O)O)O							
0416_00009			2.3	994	O=C(O)C(N)CC1=CC=CC=C1								
0416_00010			3.44	2518	O=C(O)C=CC1=CC=C(O)C(O)=C1	C1=CC(=C(C=C1C=CC(=O)O)O)O							
0416_00011			4.24	709	O=C(O)C=CC1=CC=C(O)C(OC)=C1								
0416_00012			4.01	322	O=C(O)C=CC1=CC=C(O)C=C1	C1=CC(=CC=C1C=CC(=O)O)O							
0416_00013			6.36	73157181	O=C(O)C7OC(OC1C(OC(C(=O)O)C(O)C1(O))OC3CCC4(C)(C5C(=O)C=C2C6CC(C(=O)O)(C)CCC6(C)(CCC2(C)C5(C)(CCC4(C3(C)(CO))))))C(O)C(O)C7(O)	CC12CCC(CC1C3=CC(=O)C4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)C(=O)O)O)O)O)C)(C)C(=O)O							
0416_00014			7.09	5087640	O=C(O)C8OC(OC2CCC3(C)(C4CC=C1C5CC(C)(C)CC(O)C5(C)(CCC1(C)C4(C)(CCC3(C2(C)(CO))))))C(OC7OC(CO)C(O)C(O)C7(OC6OC(C)C(O)C(O)C6(O)))C(O)C8(O)	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3C(C(C(OC3OC4CCC5(C(C4(C)CO)CCC6(C5CC=C7C6(CCC8(C7CC(CC8O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O							
