id	bits.on
0061_0001	82,90,91,103,104,109,118,128,129,132,134,138,139,147,153,155,157,164
0061_0002	29,74,86,93,102,108,109,112,114,115,116,124,126,129,130,132,138,141,148,149,153,155,157,159,160,164
0061_0003	82,90,103,104,107,109,114,115,116,118,128,129,132,134,139,147,153,155,157,160,164
0061_0004	29,74,93,102,124,126,130,141,148,149,152,157,159,160,164
0061_0005	42,54,84,90,91,95,104,111,123,129,131,134,139,142,147,151,153,154,155,156,157,158,159,161,164
0061_0006	42,54,66,82,84,90,91,95,100,104,111,112,118,123,128,129,131,134,138,139,142,147,151,153,154,155,156,157,158,159,161,164
0061_0007	82,90,91,103,107,108,109,114,115,116,118,128,129,134,139,147,153,155,157,160,164
0061_0008	42,53,82,84,90,91,97,100,104,107,111,118,123,131,134,139,142,147,151,153,154,155,156,157,158,159,161,164
0061_0009	29,86,93,102,108,109,112,114,115,116,118,124,126,128,129,130,132,138,141,147,148,149,153,155,157,159,160,164
0061_0010	86,93,103,107,109,114,115,116,118,126,128,129,132,134,147,149,153,155,157,160,164
0061_0011	28,86,103,108,109,114,115,116,118,126,128,129,132,134,138,147,153,155,157,160,164
0061_0012	86,103,107,109,114,115,116,118,126,128,129,132,134,138,147,149,153,155,157,160,164
0061_0013	86,93,103,107,108,109,114,115,116,118,126,128,129,132,134,147,149,153,155,157,160,164
0061_0014	93,103,108,114,116,118,126,128,129,132,134,147,149,152,153,155,157,160,164
0061_0015	29,74,93,102,112,124,126,130,141,148,149,157,159,160,164
0061_0016	103,107,109,114,115,116,118,126,128,129,132,134,147,149,153,155,157,160,164
0061_0017	74,90,91,103,104,108,115,116,118,128,129,132,134,139,147,149,152,153,155,157,160,164
0061_0018	66,74,103,108,109,112,114,115,116,118,126,128,129,132,134,138,141,147,149,152,153,155,157,160,164
0061_0019	42,54,82,84,90,91,95,100,104,107,111,123,129,131,134,139,142,147,151,153,154,155,156,157,158,159,161,164
0061_0020	42,54,82,84,90,91,95,100,104,107,111,123,129,131,134,139,142,147,151,153,154,155,156,157,158,159,161,164
0061_0021	29,74,86,93,102,112,124,126,130,141,148,149,152,157,159,160,164
0061_0022	103,108,109,114,115,116,118,126,128,129,132,134,138,147,149,152,153,155,157,160,164
0061_0023	66,74,90,91,103,104,107,108,112,115,116,118,132,134,139,141,147,149,152,155,157,160,164
0061_0024	90,91,103,104,107,108,114,115,116,118,128,129,132,134,139,147,155,157,160,164
