id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0189_0003	HYPOTAURINE	C2H7NO2S	1.08		missing SMILES		
0189_0005	CITRATE	C6H8O7	1.303333333		missing SMILES		
0189_0006	THREONINE	C4H9NO3	1.11		missing SMILES		
0189_0007	PURINE	C5H4N4	1.35		missing SMILES		
0189_0012	URATE	C5H4N4O3	1.216666667		missing SMILES		
0189_0017	TAURINE	C2H7NO3S	1.14		missing SMILES		
0189_0019	NICOTINATE	C6H5NO2	1.263333333		missing SMILES		
0189_0022	CYTOSINE	C4H5N3O	1.136666667		missing SMILES		
0189_0027	P-HYDROXYPHENYLACETATE	C8H8O3	4.986666667		missing SMILES		
0189_0033	DIHYDROOROTATE	C5H6N2O4	1.19		missing SMILES		
0189_0035	PIPECOLATE	C6H11NO2	1.193333333		missing SMILES		
0189_0040	ADENINE	C5H5N5	1.153333333		missing SMILES		
0189_0044	OROTATE	C5H4N2O4	1.193333333		missing SMILES		
0189_0045	ETHANOLAMINE PHOSPHATE	C2H8NO4P	1.113333333		missing SMILES		
0189_0046	XANTHINE	C5H4N4O2	1.283333333		missing SMILES		
0189_0048	CYSTINE	C6H12N2O4S2	1.083333333		missing SMILES		
0189_0052	PROLINE	C5H9NO2	1.133333333		missing SMILES		
0189_0053	THYMINE	C5H6N2O2	1.596666667		missing SMILES		
0189_0059	NICOTINAMIDE	C6H6N2O	1.306666667		missing SMILES		
0189_0061	SUCCINATE	C4H6O4	1.24		missing SMILES		
0189_0062	PHENYLALANINE	C9H11NO2	2.263333333		missing SMILES		
0189_0063	URACIL	C4H4N2O2	1.296666667		missing SMILES		
0189_0067	HYPOXANTHINE	C5H4N4O	1.25		missing SMILES		
0189_0068	CREATINE	C4H9N3O2	1.116666667		missing SMILES		
0189_0071	DIHYDROURACIL	C4H6N2O2	1.246666667		missing SMILES		
0189_0074	TYROSINE	C9H11NO3	1.326666667		missing SMILES		
0189_0077	VALINE	C5H11NO2	1.206666667		missing SMILES		
0189_0078	GUANINE	C5H5N5O	1.363333333		missing SMILES		
0189_0080	PYRIDOXINE	C8H11NO3	1.223333333		missing SMILES		
0189_0085	ISOCITRATE	C6H8O7	1.296666667		missing SMILES		
0189_0088	AMINOISOBUTANOATE	C4H9NO2	1.16		missing SMILES		
0189_0091	GUANIDINOACETATE	C3H7N3O2	1.11		missing SMILES		
0189_0092	CREATININE	C4H7N3O	1.136666667		missing SMILES		
0189_0098	AMINOADIPATE	C6H11NO4	1.12		missing SMILES		
0189_0104	NORSPERMIDINE	C6H17N3	1.016666667		missing SMILES		
0189_0105	HOMOCYSTEINE	C4H9NO2S	1.163333333		missing SMILES		
0189_0106	THEOPHYLLINE	C7H8N4O2	3.963333333		missing SMILES		
0189_0109	BETAINE	C5H11NO2	1.116666667		missing SMILES		
0189_0113	ALLANTOIN	C4H6N4O3	1.14		missing SMILES		
0189_0116	(2-AMINOETHYL)PHOSPHONATE	C2H8NO3P	1.11		missing SMILES		
0189_0119	N,N-DIMETHYL-ARGININE	C8H18N4O2	1.076666667		missing SMILES		
0189_0121	PARAXANTHINE	C7H8N4O2	3.963333333		missing SMILES		
0189_0127	4-PYRIDOXATE	C8H9NO4	1.57		missing SMILES		
0189_0128	QUINOLINATE	C7H5NO4	1.376666667		missing SMILES		
0189_0130	CAFFEINE	C8H10N4O2	4.956666667		missing SMILES		
0189_0139	4-ACETAMIDOBUTANOATE	C6H11NO3	1.633333333		missing SMILES		
0189_0142	DOPAMINE	C8H11NO2	1.24		missing SMILES		
0189_0147	PHOSPHOSERINE	C3H8NO6P	1.15		missing SMILES		
0189_0150	CYSTATHIONINE	C7H14N2O4S	1.063333333		missing SMILES		
0189_0151	NORVALINE	C5H11NO2	1.116666667		missing SMILES		
0189_0152	3-HYDROXYMETHYLGLUTARATE	C6H10O5	1.6		missing SMILES		
0189_0159	HOMOCYSTINE	C8H16N2O4S2	1.14		missing SMILES		
0189_0173	NADP	C21H28N7O17P3	1.26		missing SMILES		
0189_0178	AGMATINE SULFATE	C5H14N4	1.043333333		missing SMILES		
0189_0181	N-ACETYLGLYCINE	C4H7NO3	1.293333333		missing SMILES		
0189_0190	CYSTEATE	C3H7NO5S	1.116666667		missing SMILES		
0189_0194	DEOXYCARNITINE	C7H15NO2	1.123333333		missing SMILES		
0189_0195	ADENOSINE 2',3'-CYCLIC PHOSPHATE	C10H12N5O6P	1.336666667		missing SMILES		
0189_0200	PHOSPHORYLCHOLINE	C5H14NO4P	1.106666667		missing SMILES		
0189_0202	6-HYDROXYDOPAMINE	C8H11NO3	1.046666667		missing SMILES		
0189_0205	5-METHYLCYTOSINE	C5H7N3O	1.126666667		missing SMILES		
0189_0212	PYRIDOXAL-PHOSPHATE	C8H10NO6P	1.29		missing SMILES		
0189_0216	3-PHOSPHOGLYCERATE	C3H7O7P	1.393333333		missing SMILES		
0189_0218	O-PHOSPHOETHANOLAMINE	C2H8NO4P	1.126666667		missing SMILES		
0189_0227	N-ALPHA-ACETYLLYSINE	C8H16N2O3	1.116666667		missing SMILES		
0189_0229	SPERMIDINE	C7H19N3	1.023333333		missing SMILES		
0189_0230	PYRIDOXAMINE	C8H12N2O2	1.036666667		missing SMILES		
0189_0231	5-AMINOLEVULINATE	C5H9NO3	1.533333333		missing SMILES		
0189_0232	DEOXYURIDINE-MONOPHOSPHATE	C9H13N2O8P	1.206666667		missing SMILES		
0189_0235	XANTHOSINE-MONOPHOSPHATE	C10H13N4O9P	1.206666667		missing SMILES		
0189_0238	OROTATE	C5H4N2O4	1.39		missing SMILES		
0189_0240	1-METHYLNICOTINAMIDE	C7H9N2O	1.093333333		missing SMILES		
