t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	95	5	0	0	0.2
2	95	5	0	0	0.2
17	0.1	99.9	0	0	0.2
20	0.1	99.9	0	0	0.2
