id	name	method.type	source	url	pmid	authors	missing information	comment	model.flags
0046	Waters_Chiu_T3_pos	RP	PredRet				column length, ID and particle size; temperature		EXCLUDE_FROM_EVALUATION, ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
