id	name	method.type	source	url	pmid	authors	missing information	comment	model.flags
0324	CCS_pos_40_MeOH_Raptor Biphenyl	RP	Dataset - BGC			E.-M. Harrieder, M. Witting			ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
