id	bits.on
0057_00031	53,54,57,72,89,93,98,99,113,123,126,127,131,136,137,139,140,143,144,145,146,150,152,154,157,159,160,162,163,164,165
0057_00039	53,54,57,72,89,90,98,104,113,123,126,127,131,132,136,137,139,140,143,144,145,146,147,150,152,154,155,157,159,162,163,164,165
0057_00041	39,40,48,55,58,60,61,67,69,72,73,88,99,102,106,112,113,123,124,126,127,130,131,136,139,140,143,144,146,148,150,152,154,157,159,162,163,164,165
0057_00050	53,54,57,62,72,89,90,98,104,105,113,125,127,131,132,137,139,140,143,144,145,146,150,152,157,159,162,163,164,165
0057_00052	54,72,99,113,123,127,131,139,140,143,144,146,150,152,154,157,159,162,163,164,165
0057_00054	39,40,48,55,58,60,61,67,69,72,73,88,93,99,102,106,112,113,123,124,126,127,130,131,136,139,140,143,144,146,148,150,152,154,157,159,160,162,163,164,165
0057_00055	72,93,99,113,123,126,127,131,139,140,143,144,146,150,152,154,157,159,160,162,163,164,165
0057_00058	53,54,57,72,89,90,93,98,104,113,123,126,127,131,132,136,137,139,140,143,144,145,146,147,150,152,154,155,157,159,160,162,163,164,165
0057_00061	39,40,48,55,58,60,61,67,69,72,73,88,93,99,102,106,112,113,123,124,126,127,130,131,136,139,140,143,144,146,148,150,152,154,157,159,160,162,163,164,165
0057_00062	72,93,99,113,123,126,127,131,139,140,143,144,146,150,152,154,157,159,160,162,163,164,165
0057_00064	53,54,57,72,89,93,98,99,113,123,126,127,131,136,137,139,140,143,144,145,146,150,152,154,157,159,160,162,163,164,165
0057_00065	53,54,57,72,89,90,93,98,104,113,123,126,127,131,132,136,137,139,140,143,144,145,146,147,150,152,154,155,157,159,160,162,163,164,165
0057_00067	99,113,123,127,131,139,143,146,152,154,157,159,162,163,164,165
0057_00077	53,54,57,62,72,89,98,105,113,125,127,131,137,139,140,143,144,145,146,150,152,154,157,159,162,163,164,165
