id	bits.on
draft_59657_00001	15,20,26,87,94,126,153,222,240,251,257,280,366,480,508,516,555,570,626,634,727,865,899,936,964,975
draft_59657_00002	15,20,26,94,131,222,481,508,570,608,626,727,985
draft_59657_00003	20,68,94,134,153,211,283,296,322,328,342,353,456,487,508,534,546,550,626,640,727,781,791,849,928,968
draft_59657_00004	15,42,54,57,89,122,134,139,153,161,228,245,266,347,405,446,452,460,461,465,481,508,523,524,555,560,584,588,596,615,626,632,657,692,693,716,743,763,765,776,784,791,833,836,850,887,920,928,930,936,952,954,964,968,974,1019
draft_59657_00006	16,20,57,94,153,182,266,347,480,508,588,626,692,715,727,728,763,823,954
draft_59657_00007	20,57,138,161,185,207,220,230,347,387,390,438,508,571,626,692,718,727,769,802,877,948,954
draft_59657_00008	15,20,26,42,44,58,60,68,77,89,94,107,136,153,161,173,175,207,222,231,243,244,276,285,318,327,332,343,382,401,453,480,492,499,508,515,541,605,609,618,626,655,677,686,690,726,727,746,755,758,762,769,772,778,795,802,806,818,836,878,883,920,922,933,936,941,948,957,964,971,983,1009,1012
draft_59657_00009	20,94,153,207,254,299,327,419,471,508,541,626,719,727,748,802,815,948,994
draft_59657_00010	20,53,57,94,98,107,114,153,175,196,207,266,292,347,390,508,531,588,626,682,692,727,757,763,954
draft_59657_00011	15,20,22,32,89,94,329,438,474,508,590,613,626,662,677,727,776,818,936,944,964
draft_59657_00012	20,57,94,107,153,170,207,235,266,292,341,347,390,508,542,582,588,626,692,704,727,757,763,821,872,914,936,954
draft_59657_00013	12,15,20,29,39,47,64,89,94,107,111,113,134,153,169,199,203,207,226,231,245,247,249,261,264,278,289,297,325,337,349,362,374,383,391,405,450,461,464,474,480,481,506,508,512,516,524,528,530,550,582,586,598,602,615,626,635,643,654,662,673,727,736,739,752,765,767,776,778,789,803,821,843,860,874,887,889,890,897,910,942,945,947,960,968
draft_59657_00014	20,57,94,107,153,207,266,274,292,347,378,390,419,426,508,538,542,559,588,626,692,704,726,727,757,763,775,794,821,914,936,954
draft_59657_00015	15,46,64,134,141,163,207,219,226,234,245,264,279,337,385,390,405,420,435,481,506,508,518,541,563,582,605,615,616,626,631,649,651,662,774,778,802,860,887,889,891,910,948,1018
draft_59657_00016	20,94,126,153,257,318,358,466,480,508,626,727,762,948
draft_59657_00017	19,20,24,34,46,54,56,57,65,80,86,89,108,124,134,139,144,153,159,163,167,172,192,204,207,239,257,262,269,270,285,298,300,313,317,319,335,347,349,353,358,360,363,364,366,374,384,390,405,422,427,428,434,436,458,461,464,466,467,475,481,486,492,493,508,511,516,524,525,529,530,532,533,535,548,554,555,556,558,566,580,588,595,599,600,603,623,625,626,629,642,678,690,692,705,719,720,727,728,751,755,762,763,766,783,789,791,831,870,887,889,900,914,915,917,919,929,936,948,954,959,960,963,968,974,975,977,997
draft_59657_00018	19,20,24,34,46,54,56,57,65,80,86,89,124,134,139,144,153,159,163,167,172,192,204,207,262,269,270,298,300,313,319,332,335,347,349,353,360,363,364,366,374,384,390,405,422,428,434,436,458,461,464,467,475,481,486,492,493,508,516,524,525,529,530,532,533,535,548,554,555,556,558,566,569,580,588,595,599,600,603,623,625,626,629,678,690,692,705,719,720,727,728,751,755,762,763,766,783,789,791,831,839,870,887,889,900,914,915,917,919,929,936,943,947,948,954,959,960,963,968,974,975,977,997
