id	url	source	comment	authors	name	missing information	mail	method.type
0418	10.1016/j.aca.2019.02.001	Publication - Huang	Submitted by Fangyuan Sun	Yezhen Huang, Yu Jiao, Yiqiao Gao, et al	ROASMI_41			RP
