id	name	method.type	source	url	pmid	authors	missing information	comment	model.flags
0335	MSMS_neg_30_MeOH_CORTECS C18	RP	Dataset - BGC			E.-M. Harrieder, M. Witting			ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
