id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0419_00001			0.28	6251	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO								
0419_00002			0.28	441439	OC[C@@H](O)[C@@H](O)C(O)[C@H](O)[C@H](O)CO								
0419_00003			0.4	442866	COC1=C(C[C@@](O)(CO)CC1=O)NC(CO)CO								
0419_00004			0.46	138756215	O=C1C(OC)=C(NC(CO)CCC(O)=N)CC(C1)(O)CO	COC1=C(CC(CC1=O)(CO)O)NC(CCC(=O)N)CO							
0419_00005			0.46	723	OC(=O)C=CC(O)=O	C(=CC(=O)O)C(=O)O							
0419_00006			0.53	9882880	O=C1C(OC)=C(NC(CO)CCC(=O)O)CC(C1)(O)CO	COC1=C(CC(CC1=O)(CO)O)NC(CCC(=O)O)CO							
0419_00007			2.35	12310988	O=C(O)C1=C(OC)C=C(O)C=C1C	CC1=CC(=CC(=C1C(=O)O)OC)O							
0419_00008			3.25	68103	OC1=C(C(O)=CC(=C1)C)C	CC1=CC(=C(C(=C1)O)C)O							
0419_00009			3.41	68072	Cc1cc(O)cc(O)c1C(O)=O	CC1=CC(=CC(=C1C(=O)O)O)O							
0419_00010			3.77	68073	CC(=O)c1c(O)cc(O)cc1O	CC(=O)C1=C(C=C(C=C1O)O)O							
0419_00011			3.87	53483342	O=C1C(=O)C=C(O)C2=C1C=C3OC(C)=CC(C3=C2O)=O	CC1=CC(=O)C2=C(O1)C=C3C(=C2O)C(=CC(=O)C3=O)O							
0419_00012			3.95	238793	O=C1OCC=2C1=C(O)C=C3OC=4C(C23)=C(O)C=C(C)C4C(=O)O	CC1=CC(=C2C3=C(C=C(C4=C3COC4=O)O)OC2=C1C(=O)O)O							
0419_00013			3.97	3083600	OC1=CC(O)=CC(=C1)CCC	CCCC1=CC(=CC(=C1)O)O							
0419_00014			3.99	736228	O=C(O)C1=C(O)C(=C(O)C=C1C)C	CC1=CC(=C(C(=C1C(=O)O)O)C)O							
0419_00015			4.0	138756172	CC1=CC(C2=C(C=C(C(C)=C2O)O[C@H]3[C@@H]([C@H]([C@@H]([C@@H](CO)O3)O)O)OC(C)=O)O1)=O								
0419_00016			4.01	12313948	O=C(O)C1=C(O)C=C2OC=3C(C2=C1C)=C(O)C=C(C)C3C(=O)O	CC1=CC(=C2C3=C(C=C(C(=C3C)C(=O)O)O)OC2=C1C(=O)O)O							
0419_00017			4.03	138756198	O=C1C(=O)C=C(OC)C2=C1C=C3OC(C)=CC(C3=C2OC)=O	CC1=CC(=O)C2=C(O1)C=C3C(=C2OC)C(=CC(=O)C3=O)OC							
0419_00018			4.05	222285	OC[C@H](O)[C@H](O)CO								
0419_00019			4.06	138756201	O=C1OC2=C(C3=C(C(=O)O[C@@H]3O)C(=C2CO)O)OC4=C1C(=CC(=C4C=O)OC)C								
0419_00020			4.15	20834	O=C(O)C1=C(O)C=C(O)C=C1CCC	CCCC1=C(C(=CC(=C1)O)O)C(=O)O							
0419_00021			4.2	138756207	O=C1C2=C(OC(=C1)C)C(=C(O[C@@H]3O[C@@H]([C@@H](O)[C@@H]([C@H]3O)O)COC(=O)C)C(=C2O)C)C								
0419_00022			4.23	132520046	O=C1O[C@H](C(O)C=2C1=C(O)C3=C(C(=O)C(OC)=CC3=O)C2O)C								
0419_00023			4.27	135403806	O=C1C(O)=C(OC)C(=O)C=2C1=C(O)C=3C(O)=C(C(=O)C)OC3C2	CC(=O)C1=C(C2=C(O1)C=C3C(=C2O)C(=O)C(=C(C3=O)OC)O)O							
0419_00024			4.33	458186	O=CC1=C(O)C=C(C)C=C1O	CC1=CC(=C(C(=C1)O)C=O)O							
0419_00025			4.41	101064754	O=C1O[C@H](CC=2C1=C(O)C3=C(C(=O)C(OC)=CC3=O)C2O)C								
0419_00026			4.5	138756199	O=C1C(OC)=C(O)C(=O)C2=C1C(O)=C3OC(C(=O)C)=C(C3=C2O)O	CC(=O)C1=C(C2=C(O1)C(=O)C3=C(C2=O)C(=C(C(=C3O)OC)O)O)O							
0419_00027			4.51	5565648	O=C1OC2=C(C3=C(C(=O)O[C@@H]3O)C(=C2CO)O)OC4=C1C(=CC(=C4C=O)O)C								
0419_00028			4.51	102315686	O=C1C2=C(OC(=C1)C)C(=C(OC)C=C2OC)C	CC1=CC(=O)C2=C(C=C(C(=C2O1)C)OC)OC							
0419_00029			4.52	12308904	O=C(OC1=CC(O)=C(C(=O)OCC(O)C(O)CO)C(=C1)C)C2=C(O)C=C(O)C=C2C	CC1=CC(=CC(=C1C(=O)OC2=CC(=C(C(=C2)C)C(=O)OCC(C(CO)O)O)O)O)O							
0419_00030			4.52	5036604	CC1=CC(=O)C2=C(C(=C(C=C2O1)O)C)O	CC1=CC(=O)C2=C(O1)C=C(C(=C2O)C)O							
