t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	100	0	0	0	0.4
30	50	50	0	0	0.4
31	0	100	0	0	0.4
37	0	100	0	0	0.4
37.1	100	0	0	0	0.4
