id	name	formula	rt	smiles.std	status
0245_00001	D-ORNITHINE	C5H12N2O2	0.488		'PUGREST.BadRequest: error: '
0245_00002	HISTIDINE	C6H9N3O2	0.488		'PUGREST.BadRequest: error: '
0245_00003	CARNOSINE	C9H14N4O3	0.511		'PUGREST.BadRequest: error: '
0245_00004	DIAMINOPIMELATE	C7H14N2O4	0.515		'PUGREST.BadRequest: error: '
0245_00005	CYSTATHIONINE	C7H14N2O4S	0.515		'PUGREST.BadRequest: error: '
0245_00006	TAURINE	C2H7NO3S	0.533		'PUGREST.BadRequest: error: '
0245_00007	THREONINE	C4H9NO3	0.533		'PUGREST.BadRequest: error: '
0245_00008	HOMOSERINE	C4H9NO3	0.533		'PUGREST.BadRequest: error: '
0245_00009	GLUTAMINE	C5H10N2O3	0.533		'PUGREST.BadRequest: error: '
0245_00010	CITRULLINE	C6H13N3O3	0.533		'PUGREST.BadRequest: error: '
0245_00011	CYTIDINE	C9H13N3O5	0.533		'PUGREST.BadRequest: error: '
0245_00012	(2S,5R)-trans-5-Hydroxypiperidine-2-carboxylicacid	C6H11NO3	0.536		'PUGREST.BadRequest: error: '
0245_00013	TREHALOSE	C12H22O11	0.538		'PUGREST.BadRequest: error: '
0245_00014	CITICOLINE	C14H26N4O11P2	0.538		'PUGREST.BadRequest: error: '
0245_00015	1-AMINOCYCLOPROPANECARBOXYLATE	C4H7NO2	0.538		'PUGREST.BadRequest: error: '
0245_00016	TRANS-4-HYDROXY-L-PROLINE	C5H9NO3	0.538		'PUGREST.BadRequest: error: '
0245_00017	TRANS-4-HYDROXY-L-PROLINE	C5H9NO3	0.538		'PUGREST.BadRequest: error: '
0245_00018	N-METHYLASPARTATE	C5H9NO4	0.538		'PUGREST.BadRequest: error: '
0245_00019	AMINOADIPATE	C6H11NO4	0.538		'PUGREST.BadRequest: error: '
0245_00020	N-METHYLGLUTAMATE	C6H11NO4	0.538		'PUGREST.BadRequest: error: '
0245_00021	GLUCOSAMINE 6-PHOSPHATE	C6H14NO8P	0.538		'PUGREST.BadRequest: error: '
0245_00022	GALACTITOL	C6H14O6	0.538		'PUGREST.BadRequest: error: '
0245_00023	HOMOCYSTINE	C8H16N2O4S2	0.538		'PUGREST.BadRequest: error: '
0245_00024	GLUCONATE	C6H12O7	0.558		'PUGREST.BadRequest: error: '
0245_00025	Allantoin	C4H6N4O3	0.559		'PUGREST.BadRequest: error: '
0245_00026	ALLANTOIN	C4H6N4O3	0.56		'PUGREST.BadRequest: error: '
0245_00027	GLUCURONATE	C6H10O7	0.56		'PUGREST.BadRequest: error: '
0245_00028	GLUCONATE	C6H12O7	0.56		'PUGREST.BadRequest: error: '
0245_00029	CYTIDINE MONOPHOSPHATE	C9H14N3O8P	0.56		'PUGREST.BadRequest: error: '
0245_00031	N-ACETYLNEURAMINATE	C11H19NO9	0.581		'PUGREST.BadRequest: error: '
0245_00032	QUINATE	C7H12O6	0.581		'PUGREST.BadRequest: error: '
0245_00033	PYRIDOXINE	C8H11NO3	0.581		'PUGREST.BadRequest: error: '
0245_00034	L-DOPA	C9H11NO4	0.581		'PUGREST.BadRequest: error: '
0245_00035	DEOXYCYTIDINE MONOPHOSPHATE	C9H14N3O7P	0.581		'PUGREST.BadRequest: error: '
0245_00036	DEOXYGUANOSINE-MONOPHOSPHATE	C10H14N5O7P	0.582		'PUGREST.BadRequest: error: '
0245_00037	ADENOSINE-MONOPHOSPHATE	C10H14N5O7P	0.582		'PUGREST.BadRequest: error: '
0245_00038	THYROTROPIN RELEASING HORMONE	C16H22N6O4	0.582		'PUGREST.BadRequest: error: '
0245_00039	N-ACETYLASPARAGINE	C6H10N2O4	0.582		'PUGREST.BadRequest: error: '
0245_00040	D-GLUCURONOLACTONE	C6H8O6	0.582		'PUGREST.BadRequest: error: '
0245_00041	DOPAMINE	C8H11NO2	0.582		'PUGREST.BadRequest: error: '
0245_00042	2-AMINOPHENOL	C6H7NO	0.582		'PUGREST.BadRequest: error: '
0245_00043	3-AMINO-5-HYDROXYBENZOATE	C7H7NO3	0.582		'PUGREST.BadRequest: error: '
0245_00044	3-HYDROXYANTHRANILATE	C7H7NO3	0.582		'PUGREST.BadRequest: error: '
0245_00045	3-AMINO-4-HYDROXYBENZOATE	C7H7NO3	0.582		'PUGREST.BadRequest: error: '
0245_00046	TYROSINE	C9H11NO3	0.603		'PUGREST.BadRequest: error: '
0245_00047	Citric acid	C6H8O7	0.605		'PUGREST.BadRequest: error: '
0245_00048	3-SULFINOALANINE	C3H7NO4S	0.63		'PUGREST.BadRequest: error: '
0245_00049	CYSTEATE	C3H7NO5S	0.63		'PUGREST.BadRequest: error: '
0245_00051	GLUCOSE 6-PHOSPHATE	C6H13O9P	0.673		'PUGREST.BadRequest: error: '
0245_00052	URACIL	C4H4N2O2	0.696		'PUGREST.BadRequest: error: '
0245_00053	DIHYDROOROTATE	C5H6N2O4	0.696		'PUGREST.BadRequest: error: '
0245_00054	GLUCOSE 6-PHOSPHATE	C6H13O9P	0.7		'PUGREST.BadRequest: error: '
0245_00055	Orotic acid	C5H4N2O4	0.718		'PUGREST.BadRequest: error: '
0245_00059	3-Hydroxyglutaric acid	C5H8O5	0.721		'PUGREST.BadRequest: error: '
0245_00060	DEOXYADENOSINE MONOPHOSPHATE	C10H14N5O6P	0.722		'PUGREST.BadRequest: error: '
0245_00061	URIDINE MONOPHOSPHATE	C9H13N2O9P	0.722		'PUGREST.BadRequest: error: '
0245_00062	N-ACETYLASPARTATE	C6H9NO5	0.722		'PUGREST.BadRequest: error: '
0245_00063	3-DEHYDROSHIKIMATE	C7H8O5	0.722		'PUGREST.BadRequest: error: '
0245_00064	GUANOSINE	C10H13N5O5	0.745		'PUGREST.BadRequest: error: '
0245_00065	MALONATE	C3H4O4	0.745		'PUGREST.BadRequest: error: '
0245_00066	OROTATE	C5H4N2O4	0.745		'PUGREST.BadRequest: error: '
0245_00067	OXOPROLINE	C5H7NO3	0.745		'PUGREST.BadRequest: error: '
0245_00068	PYROGLUTAMATE	C5H7NO3	0.745		'PUGREST.BadRequest: error: '
0245_00069	DEOXYURIDINE	C9H12N2O5	0.745		'PUGREST.BadRequest: error: '
0245_00071	α-Ketoglutaric acid	C5H6O5	0.766		'PUGREST.BadRequest: error: '
0245_00072	(RS)-Mevalonic acid lithium salt	C6H12O4	0.767		'PUGREST.BadRequest: error: '
0245_00073	4-Pyridoxolactone	C8H7NO3	0.773		'PUGREST.BadRequest: error: '
0245_00074	Tricarballylic acid	C6H8O6	0.789		'PUGREST.BadRequest: error: '
0245_00075	INOSINE MONOPHOSPHATE	C10H13N4O8P	0.793		'PUGREST.BadRequest: error: '
0245_00077	3-HYDROXYMETHYLGLUTARATE	C6H10O5	0.816		'PUGREST.BadRequest: error: '
0245_00078	3-Hydroxy-3-methylglutaric acid	C6H10O5	0.837		'PUGREST.BadRequest: error: '
0245_00079	XANTHOSINE	C10H12N4O6	0.838		'PUGREST.BadRequest: error: '
0245_00080	4-ACETAMIDOBUTANOATE	C6H11NO3	0.843		'PUGREST.BadRequest: error: '
0245_00081	4-PYRIDOXATE	C8H9NO4	0.866		'PUGREST.BadRequest: error: '
0245_00082	Methylmalonic acid	C4H6O4	1.025		'PUGREST.BadRequest: error: '
0245_00084	PHENYLALANINE	C9H11NO2	1.165		'PUGREST.BadRequest: error: '
0245_00085	Glutaric acid	C5H8O4	1.194		'PUGREST.BadRequest: error: '
0245_00086	DL-4-Hydroxy-3-methoxymandelic acid	C9H10O5	1.307		'PUGREST.BadRequest: error: '
0245_00087	THYMIDINE	C10H14N2O5	1.329		'PUGREST.BadRequest: error: '
0245_00088	Acephate	C4H10NO3PS	1.407		'PUGREST.BadRequest: error: '
0245_00089	3-Hydroxymandelic acid	C8H8O4	1.609		'PUGREST.BadRequest: error: '
0245_00090	N-ACETYLPROLINE	C7H11NO3	1.825		'PUGREST.BadRequest: error: '
0245_00091	DTDP-D-GLUCOSE	C16H26N2O16P2	1.875		'PUGREST.BadRequest: error: '
0245_00093	PYROCATECHOL	C6H6O2	2.08		'PUGREST.BadRequest: error: '
0245_00094	TRYPTOPHAN	C11H12N2O2	2.154		'PUGREST.BadRequest: error: '
0245_00095	METHYLTHIOADENOSINE	C11H15N5O3S	2.196		'PUGREST.BadRequest: error: '
0245_00096	Adipic acid	C6H10O4	2.202		'PUGREST.BadRequest: error: '
0245_00097	3-Methylglutaric acid	C6H10O4	2.243		'PUGREST.BadRequest: error: '
0245_00098	2-OXOBUTANOATE	C4H6O3	2.244		'PUGREST.BadRequest: error: '
0245_00099	2-HYDROXY-4-(METHYLTHIO)BUTANOATE	C5H10O3S	2.244		'PUGREST.BadRequest: error: '
0245_00100	5-VALEROLACTONE	C5H8O2	2.244		'PUGREST.BadRequest: error: '
0245_00101	METHYGLUTARATE	C6H10O4	2.244		'PUGREST.BadRequest: error: '
0245_00102	α-Keto Isovaleric Acid Sodium Salt	C5H8O3	2.274		'PUGREST.BadRequest: error: '
0245_00103	3-Hydroxysuberic Acid	C8H14O5	2.314		'PUGREST.BadRequest: error: '
0245_00104	THEOPHYLLINE	C7H8N4O2	2.32		'PUGREST.BadRequest: error: '
0245_00105	PARAXANTHINE	C7H8N4O2	2.32		'PUGREST.BadRequest: error: '
