id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0396_00001			0.58	17513	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)N)C(=O)N								
0396_00002			0.65	9701	CC(C(C1=CC=C(C=C1)O)O)NC	CC(C(C1=CC=C(C=C1)O)O)NC							
0396_00003			0.67	75994	C1CN(CCN1)CC2=CC=CC=C2	C1CN(CCN1)CC2=CC=CC=C2							
0396_00004			0.92	3306	CCNCC(C1=CC(=CC=C1)O)O	CCNCC(C1=CC(=CC=C1)O)O							
0396_00005			1.1	5288826	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3[C@H](C=C4)O								
0396_00006			1.17	12234986	C[C@H](CC1=CC=C(C=C1)O)N								
0396_00007			1.21	5284604	CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)O)O4)O								
0396_00008			1.24	4655	CC(CC1=CC=C(C=C1)O)NC	CC(CC1=CC=C(C=C1)O)NC							
0396_00009			1.29	3590	CC(CCCC(C)(C)O)N	CC(CCCC(C)(C)O)N							
0396_00010			1.43	3086576	CC(C)N[C@@H]1CCN2C3=C([C@H]1O)C=CC=C3NC2=O								
0396_00011			1.44	5403	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O								
0396_00012			1.45	2083	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O							
0396_00013			1.48	5284570	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)O)O[C@H]3C(=O)CC4								
0396_00014			1.58	5253	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O							
0396_00015			1.62	2249	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O							
0396_00016			1.7	441457	C[C@@H]([C@H](C1=CC=CC=C1)O)N								
0396_00017			1.78	1986	CC(=O)NC1=NN=C(S1)S(=O)(=O)N	CC(=O)NC1=NN=C(S1)S(=O)(=O)N							
0396_00018			1.84	10275	C1=CC=C(C=C1)C2=C(N=C(S2)N)N								
0396_00019			2.0	9294	C[C@@H]([C@@H](C1=CC=CC=C1)O)NC								
0396_00020			2.0	7028	C[C@@H]([C@H](C1=CC=CC=C1)O)NC								
0396_00021			2.02	5497	CCN(CC)C(=O)C1=CN=CC=C1								
0396_00022			2.15	5284371	CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O								
0396_00023			2.2	2145	CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N	CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N							
0396_00024			2.2	64782	C[C@@H]([C@@H](C1=CC=CC=C1)O)N(C)C								
0396_00025			2.23	3343	CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O								
0396_00026			2.37	3007	CC(CC1=CC=CC=C1)N	CC(CC1=CC=CC=C1)N							
