id	name	method.type	source	url	pmid	authors	missing information	comment	model.manual_void_threshold_estimate	model.flags
0185	zHILIC Geneva DB VION QTOF neg	HILIC	Publication - Pezzatti	https://doi.org/10.1016/j.chroma.2019.01.023	30685186	J. Pezzatti, V. González-Ruiz, S. Codesido, Y. Gagnebin, A. Joshi, D. Guillarme, J. Schappler, D. Picard, J. Boccard, S. Rudaz				
