t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	100	0	0	0	0.2
5	90	10	0	0	0.2
25	80	20	0	0	0.2
30	75	25	0	0	0.2
45	30	70	0	0	0.2
65	100	0	0	0	0.2
