id	name	method.type	source	url	pmid	authors	missing information	comment
0027	KI_GIAR_zic_HILIC_ph2_7	HILIC	PredRet	https://doi.org/10.1021/acs.analchem.7b00925		S. Naz, H. Gallart-Ayala, S. N. Reinke, C. Mathon, R. Blankley, R. Chaleckis, C. E. Wheelock		
