id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0423_00001			1.2	4091	CN(C)C(=N)N=C(N)N	CN(C)C(=N)N=C(N)N							
0423_00002			1.2	3033889	CN/C(=C\[N+](=O)[O-])/NCCS(=O)CC1=CC=C(O1)CN(C)C								
0423_00003			3.5	2249	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O							
0423_00004			3.5	21109	COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC	COC1=C(C(=C(C=C1)CN2CCNCC2)OC)OC							
0423_00005			3.6	2756	CC1=C(N=CN1)CSCCNC(=NC)NC#N	CC1=C(N=CN1)CSCCNC(=NC)NC#N							
0423_00006			4.2	5340	C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2	C1=CC(=CC=C1N)S(=O)(=O)NC2=NC=CS2							
0423_00007			4.4	5336	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N							
0423_00008			4.6	2159	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC								
0423_00009			4.7	3000540	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O								
0423_00010			4.7	5578	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N							
0423_00011			4.7	25429	COC(=O)NC1=NC2=CC=CC=C2N1	COC(=O)NC1=NC2=CC=CC=C2N1							
0423_00012			4.7	62936	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)O)O	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)O)O							
0423_00013			5.2	3676	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C	CCN(CC)CC(=O)NC1=C(C=CC=C1C)C							
0423_00014			5.2	5327	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C	CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C							
0423_00015			5.6	3001055	CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C								
0423_00016			5.7	5329	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N								
0423_00017			5.7	33741	CN(C)C[C@H]1CCCC[C@@]1(C2=CC(=CC=C2)OC)O								
0423_00018			5.8	7220	C1=CC2=NNN=C2C=C1	C1=CC2=NNN=C2C=C1							
0423_00019			5.9	2206	CC1=CC(=O)N(N1C)C2=CC=CC=C2	CC1=CC(=O)N(N1C)C2=CC=CC=C2							
0423_00020			6.7	2405	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O							
0423_00021			6.9	5656	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O	CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O							
0423_00022			7.2	4946	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O							
0423_00023			7.2	122499	CC1=CC=CC2=NNN=C12	CC1=CC=CC2=NNN=C12							
