id	name	method.type	source	url	pmid	authors	missing information	comment	model.flags
0248	MSMS_pos_50_ACN_XB-C18	RP	Dataset - BGC			E.-M. Harrieder, M. Witting			ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
