t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	100	0	0	0	0.24
0.25	100	0	0	0	0.24
0.4	91	9	0	0	0.24
0.8	83	17	0	0	0.24
1.9	0	100	0	0	0.24
2.1	0	100	0	0	0.24
2.11	100	0	0	0	0.24
3	100	0	0	0	0.24
