id	authors	name	comment	url
0436	Pablo Gago-Ferrero, Anna A. Bletsou, Dimitrios E. Damalas, Reza Aalizadeh, Nikiforos A.Alygizakis, Heinz P.Singer, Juliane Hollender, Nikolaos S. Thomaidis 	ROASMI_85	flow rate:0.2-0.48, Submitted by Fangyuan Sun	10.1016/j.jhazmat.2019.121712
