id	url	source	comment	authors	name	missing information	mail	method.type
0412	10.1016/j.foodchem.2015.11.070	Publication - Martínez-Domínguez	Submitted by Fangyuan Sun	Gerardo Martínez-Domínguez, Roberto Romero-González, Antonia Garrido Frenich	ROASMI_61			RP
