id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0210_00001	OSI1462	C11H8O3	9.525		missing SMILES		
0210_00002	OSI1495	C12H13N5O3	0.913333333		missing SMILES		
0210_00003	OSI1063	C16H19N3O5S	1.626666667		missing SMILES		
0210_00004	OSI784	C6H13NO2	0.735		missing SMILES		
0210_00005	OSI464	C11H14O3	8.783333333		missing SMILES		
0210_00006	OSI641	C10H16N5O14P3	0.81		missing SMILES		
0210_00007	OSI354	C6H6N4O4	3.13		missing SMILES		
0210_00008	OSI1083	C10H13N3O2S	2.866666667		missing SMILES		
0210_00009	OSI937	C11H16Cl2N2O	4.06		missing SMILES		
0210_00010	OSI1084	C12H15N3O2S	4.588333333		missing SMILES		
0210_00011	OSI705	C15H10O2	9.803333333		missing SMILES		
0210_00012	OSI683	C6H10O2	3.933333333		missing SMILES		
0210_00013	OSI174	C11H12O5	4.505		missing SMILES		
0210_00014	OSI969	C11H12Cl2N2O5	6.378333333		missing SMILES		
0210_00015	OSI535	C35H59NO13	9.871666667		missing SMILES		
0210_00016	OSI1246	C9H13NO	1.011666667		missing SMILES		
0210_00017	OSI1343	C10H13NO2	3.028333333		missing SMILES		
0210_00018	OSI1265	C10H9N	2.098333333		missing SMILES		
0210_00019	OSI115	C9H10O5	3.441666667		missing SMILES		
0210_00020	OSI544	C3H7NO5S2	0.721666667		missing SMILES		
0210_00021	OSI1176	C11H12N2O3	0.78		missing SMILES		
0210_00022	OSI536	C23H26N2	8.436666667		missing SMILES		
0210_00023	OSI551	C34H54O8	17.81		missing SMILES		
0210_00024	OSI73	C15H26O	14.93666667		missing SMILES		
0210_00025	OSI760	C22H24N2O8	6.06		missing SMILES		
0210_00026	OSI1466	C7H13NO2	1.063333333		missing SMILES		
0210_00027	OSI1267	C7H11NO3	0.63		missing SMILES		
0210_00028	OSI1334	C8H14O2	9.851666667		missing SMILES		
0210_00029	OSI262	C2H5O5P	0.796666667		missing SMILES		
0210_00030	OSI194	C6H8N4O4	2.23		missing SMILES		
0210_00031	OSI1342	C11H11NO2	6.545		missing SMILES		
0210_00032	OSI144	C14H12N4O2S	6.861666667		missing SMILES		
0210_00033	OSI188	C16H14O5	10.005		missing SMILES		
0210_00034	OSI202	C6H6O2	2.076666667		missing SMILES		
0210_00035	OSI455	C10H10O2	9.88		missing SMILES		
0210_00036	OSI1321	C9H10O3	6.618333333		missing SMILES		
0210_00037	OSI472	C11H17NO3	0.761666667		missing SMILES		
0210_00038	OSI228	C21H20FN3O6S	6.855		missing SMILES		
0210_00039	OSI1301	C19H28O3	6.816666667		missing SMILES		
0210_00040	OSI1307	C5H10N2O	0.71		missing SMILES		
0210_00041	OSI990	C27H44O2	16.73		missing SMILES		
0210_00042	OSI223	C8H10	1.35		missing SMILES		
0210_00043	OSI1391	C2H7NS	0.701666667		missing SMILES		
0210_00044	OSI587	C21H20O11	4.101666667		missing SMILES		
0210_00045	OSI585	C11H17NO3	1.083333333		missing SMILES		
0210_00046	OSI180	C7H12O6	0.613333333		missing SMILES		
0210_00047	OSI608	C88H7N	7.71		missing SMILES		
0210_00048	OSI571	C6H6O4	1.003333333		missing SMILES		
0210_00049	OSI1502	C15H14O	12.65833333		missing SMILES		
0210_00050	OSI533	C11H12N2S	2.766666667		missing SMILES		
0210_00051	OSI983	C15H12ClNO2	11.50166667		missing SMILES		
0210_00052	OSI1326	C10H7NO2	2.683333333		missing SMILES		
0210_00053	OSI92	C10H14O	11.11166667		missing SMILES		
0210_00054	OSI1129	C12H12O3	9.29		missing SMILES		
0210_00055	OSI670	C20H34O	17.95		missing SMILES		
0210_00056	OSI834	C18H29NO3	12.31166667		missing SMILES		
0210_00057	OSI445	C14H28O2	17.92		missing SMILES		
0210_00058	OSI98	C12H15Cl2NO5S	4.02		missing SMILES		
0210_00059	OSI1091	C19H24O3	8.403333333		missing SMILES		
0210_00060	OSI1509	C8H10	1.205		missing SMILES		
0210_00061	OSI414	C14H14N2O5	4.181666667		missing SMILES		
0210_00062	OSI713	C18H30O	17.52		missing SMILES		
0210_00063	OSI995	C10H13NO2	7.911666667		missing SMILES		
0210_00064	OSI1413	C12H10N2O2	2.76		missing SMILES		
0210_00065	OSI547	C5H12N4O3	0.646666667		missing SMILES		
0210_00066	OSI996	C12H17NO3	8.148333333		missing SMILES		
0210_00067	OSI148	C13H13N3O5S2	4.181666667		missing SMILES		
0210_00068	OSI745	C14H6O8	3.99		missing SMILES		
0210_00069	OSI767	C6H13NO2	1.021666667		missing SMILES		
0210_00070	OSI704	C17H18F3N3O3	3.731666667		missing SMILES		
0210_00071	OSI559	C12H22O12	0.741666667		missing SMILES		
0210_00072	OSI1389	C14H10FN3O	5.581666667		missing SMILES		
0210_00073	OSI28	C10H7NO4	2.136666667		missing SMILES		
0210_00074	OSI1166	C11H12N2O3	1.003333333		missing SMILES		
0210_00075	OSI312	C11H19N3O6	0.638333333		missing SMILES		
0210_00076	OSI74	C9H8H3	3.81		missing SMILES		
0210_00077	OSI125	C18H14N4O5S	8.32		missing SMILES		
0210_00078	OSI201	C14H12O3	6.01		missing SMILES		
0210_00079	OSI721	C8H10N4O2	8.553333333		missing SMILES		
0210_00080	OSI1147	C6H4ClNO2	3.886666667		missing SMILES		
0210_00081	OSI1208	C3H3N3O2	1.241666667		missing SMILES		
0210_00082	OSI285	C28H27ClF5NO	12.29666667		missing SMILES		
0210_00083	OSI942	C10H16O	11.07666667		missing SMILES		
0210_00084	OSI1177	C14H11N	11.835		missing SMILES		
0210_00085	OSI192	C41H76N2O15	9.591666667		missing SMILES		
0210_00086	OSI1024	C6H13NO5	0.71		missing SMILES		
0210_00087	OSI1517	C28H37N5O7	5.835		missing SMILES		
0210_00088	OSI54	C46H77NO17	8.706666667		missing SMILES		
0210_00089	OSI708	C23H36N2O2	10.65166667		missing SMILES		
0210_00090	OSI195	C17H21NO3	2.996666667		missing SMILES		
0210_00091	OSI317	C35H61NO12	7.671666667		missing SMILES		
0210_00092	OSI95	C10H13N2O7P	1.09		missing SMILES		
0210_00093	OSI1279	C11H9NO2	6.568333333		missing SMILES		
0210_00094	OSI971	C17H17N3O6S2	2.613333333		missing SMILES		
0210_00095	OSI417	C15H13NO	9.525		missing SMILES		
0210_00096	OSI886	C19H20FN3O3	4.185		missing SMILES		
0210_00097	OSI1535	C23H20N2O3S	10.39666667		missing SMILES		
0210_00098	OSI1356	C15H12O2	13.12833333		missing SMILES		
0210_00099	OSI1057	C3H6N2O2	0.806666667		missing SMILES		
0210_00100	OSI765	C22H32O2	17.37		missing SMILES		
0210_00101	OSI851	C6H10O7	0.596666667		missing SMILES		
