t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	100	0	0	0	0.35
1	100	0	0	0	0.35
12.5	0	100	0	0	0.35
14	0	100	0	0	0.35
14.2	100	0	0	0	0.35
15	100	0	0	0	0.35
