id	name	method.type	source	url	pmid	authors	missing information	comment	model.manual_void_threshold_estimate	model.flags
0058	CS18	RP	PredRet	https://doi.org/10.1016/j.foodchem.2021.129757		Low et al.		column name not specific		ESSENTIAL_METADATA_FEATURES_UNAVAILABLE
