id	name	formula	rt	smiles.std	status
0321_00100	2-Hydroxytetradecanoic acid	C14H28O3			'PUGREST.BadRequest: error: '
0321_00101	Isopalmitic acid	C16H32O2			'PUGREST.BadRequest: error: '
0321_00102	14-Methylhexadecanoic acid	C17H34O2			'PUGREST.BadRequest: error: '
0321_00103	2-Hydroxyhexadecanoic acid	C16H32O3			'PUGREST.BadRequest: error: '
0321_00104	Isostearic acid	C18H36O2			'PUGREST.BadRequest: error: '
0321_00105	17-Methylstearic acid	C19H38O2			'PUGREST.BadRequest: error: '
0321_00113	Phytanic acid	C20H40O2			'PUGREST.BadRequest: error: '
0321_00114	Heneicosanoic acid	C21H42O2			'PUGREST.BadRequest: error: '
0321_00115	Behenic acid	C22H44O2			'PUGREST.BadRequest: error: '
0321_00116	Tricosanoic acid	C23H46O2			'PUGREST.BadRequest: error: '
0321_00119	Pentacosanoic Acid	C25H50O2			'PUGREST.BadRequest: error: '
0321_00125	Myristic acid	C14H28O2			'PUGREST.BadRequest: error: '
0321_00126	15-Methylpalmitic acid	C17H34O2			'PUGREST.BadRequest: error: '
0321_00135	2-Methyl-4-pentenoic acid	C6H10O2			'PUGREST.BadRequest: error: '
0321_00140	3,3-Dimethylglutaric acid	C7H12O4			'PUGREST.BadRequest: error: '
0321_00142	17-Octadecynoic acid	C18H32O2			'PUGREST.BadRequest: error: '
0321_00151	Pentadecanoic acid	C15H30O2			'PUGREST.BadRequest: error: '
0321_00152	Heptadecanoic acid	C17H34O2			'PUGREST.BadRequest: error: '
0321_00153	Nonadecanoic acid	C19H38O2			'PUGREST.BadRequest: error: '
0321_00162	10-Hydroxydecanoic acid	C10H20O3			'PUGREST.BadRequest: error: '
0321_00175	Palmitic acid	C16H32O2			'PUGREST.BadRequest: error: '
0321_00178	Stearic acid	C18H36O2			'PUGREST.BadRequest: error: '
0321_00185	Azelaic acid	C9H16O4			'PUGREST.BadRequest: error: '
0321_00189	Aleuritic acid	C16H32O5			'PUGREST.BadRequest: error: '
0321_00195	INOSINE MONOPHOSPHATE	C10H13N4O8P			'PUGREST.BadRequest: error: '
0321_00196	GUANOSINE	C10H13N5O5			'PUGREST.BadRequest: error: '
0321_00197	THYMIDINE	C10H14N2O5			'PUGREST.BadRequest: error: '
0321_00198	DEOXYADENOSINE MONOPHOSPHATE	C10H14N5O6P			'PUGREST.BadRequest: error: '
0321_00202	N-ACETYLNEURAMINATE	C11H19NO9			'PUGREST.BadRequest: error: '
0321_00203	N-ACETYLTRYPTOPHAN	C13H14N2O3			'PUGREST.BadRequest: error: '
0321_00211	TAURINE	C2H7NO3S			'PUGREST.BadRequest: error: '
0321_00214	MALONATE	C3H4O4			'PUGREST.BadRequest: error: '
0321_00221	SERINE	C3H7NO3			'PUGREST.BadRequest: error: '
0321_00226	URACIL	C4H4N2O2			'PUGREST.BadRequest: error: '
0321_00231	MALATE	C4H6O5			'PUGREST.BadRequest: error: '
0321_00232	MALATE	C4H6O5			'PUGREST.BadRequest: error: '
0321_00233	TARTRATE	C4H6O6			'PUGREST.BadRequest: error: '
0321_00243	GLUTAMINE	C5H10N2O3			'PUGREST.BadRequest: error: '
0321_00247	OROTATE	C5H4N2O4			'PUGREST.BadRequest: error: '
0321_00250	XANTHINE	C5H4N4O2			'PUGREST.BadRequest: error: '
0321_00251	URATE	C5H4N4O3			'PUGREST.BadRequest: error: '
0321_00253	GUANINE	C5H5N5O			'PUGREST.BadRequest: error: '
0321_00255	DIHYDROOROTATE	C5H6N2O4			'PUGREST.BadRequest: error: '
0321_00261	GLUCONATE	C6H12O7			'PUGREST.BadRequest: error: '
0321_00264	GLUCOSE 6-PHOSPHATE	C6H13O9P			'PUGREST.BadRequest: error: '
0321_00271	CITRATE	C6H8O7			'PUGREST.BadRequest: error: '
0321_00272	ISOCITRATE	C6H8O7			'PUGREST.BadRequest: error: '
0321_00274	QUINATE	C7H12O6			'PUGREST.BadRequest: error: '
0321_00275	PYRIDOXINE	C8H11NO3			'PUGREST.BadRequest: error: '
0321_00281	L-DOPA	C9H11NO4			'PUGREST.BadRequest: error: '
0321_00283	URIDINE MONOPHOSPHATE	C9H13N2O9P			'PUGREST.BadRequest: error: '
0321_00284	CYTIDINE	C9H13N3O5			'PUGREST.BadRequest: error: '
0321_00285	DEOXYCYTIDINE MONOPHOSPHATE	C9H14N3O7P			'PUGREST.BadRequest: error: '
0321_00286	CARNOSINE	C9H14N4O3			'PUGREST.BadRequest: error: '
0321_00290	XANTHOSINE	C10H12N4O6			'PUGREST.BadRequest: error: '
0321_00297	TRYPTOPHAN	C11H12N2O2			'PUGREST.BadRequest: error: '
0321_00300	TREHALOSE	C12H22O11			'PUGREST.BadRequest: error: '
0321_00301	CITICOLINE	C14H26N4O11P2			'PUGREST.BadRequest: error: '
0321_00304	DTDP-D-GLUCOSE	C16H26N2O16P2			'PUGREST.BadRequest: error: '
0321_00320	CYSTEATE	C3H7NO5S			'PUGREST.BadRequest: error: '
0321_00325	TARTRATE	C4H6O6			'PUGREST.BadRequest: error: '
0321_00336	OXOPROLINE	C5H7NO3			'PUGREST.BadRequest: error: '
0321_00337	PYROGLUTAMATE	C5H7NO3			'PUGREST.BadRequest: error: '
0321_00338	TRANS-4-HYDROXY-L-PROLINE	C5H9NO3			'PUGREST.BadRequest: error: '
0321_00339	TRANS-4-HYDROXY-L-PROLINE	C5H9NO3			'PUGREST.BadRequest: error: '
0321_00341	N-ACETYLASPARAGINE	C6H10N2O4			'PUGREST.BadRequest: error: '
0321_00342	3-HYDROXYMETHYLGLUTARATE	C6H10O5			'PUGREST.BadRequest: error: '
0321_00343	GLUCURONATE	C6H10O7			'PUGREST.BadRequest: error: '
0321_00344	GALACTARATE	C6H10O8			'PUGREST.BadRequest: error: '
0321_00352	GLUCONATE	C6H12O7			'PUGREST.BadRequest: error: '
0321_00356	GLUCOSE 6-PHOSPHATE	C6H13O9P			'PUGREST.BadRequest: error: '
0321_00360	GALACTITOL	C6H14O6			'PUGREST.BadRequest: error: '
0321_00365	HISTIDINE	C6H9N3O2			'PUGREST.BadRequest: error: '
0321_00366	N-ACETYLASPARTATE	C6H9NO5			'PUGREST.BadRequest: error: '
0321_00371	THEOPHYLLINE	C7H8N4O2			'PUGREST.BadRequest: error: '
0321_00372	PARAXANTHINE	C7H8N4O2			'PUGREST.BadRequest: error: '
0321_00373	3-DEHYDROSHIKIMATE	C7H8O5			'PUGREST.BadRequest: error: '
0321_00375	DOPAMINE	C8H11NO2			'PUGREST.BadRequest: error: '
0321_00378	HOMOCYSTINE	C8H16N2O4S2			'PUGREST.BadRequest: error: '
0321_00380	4-PYRIDOXATE	C8H9NO4			'PUGREST.BadRequest: error: '
0321_00383	CYTIDINE MONOPHOSPHATE	C9H14N3O8P			'PUGREST.BadRequest: error: '
0321_00387	CYCLIC GMP	C10H12N5O7P			'PUGREST.BadRequest: error: '
0321_00388	XANTHOSINE-MONOPHOSPHATE	C10H13N4O9P			'PUGREST.BadRequest: error: '
0321_00390	DEOXYGUANOSINE	C10H13N5O4			'PUGREST.BadRequest: error: '
0321_00401	S-ADENOSYLHOMOCYSTEINE	C14H20N6O5S			'PUGREST.BadRequest: error: '
0321_00403	URIDINE DIPHOSPHATE GLUCOSE	C15H24N2O17P2			'PUGREST.BadRequest: error: '
0321_00404	URIDINE DIPHOSPHATE GLUCOSE	C15H24N2O17P2			'PUGREST.BadRequest: error: '
0321_00405	URIDINE DIPHOSPHATEGALACTOSE	C15H24N2O17P2			'PUGREST.BadRequest: error: '
0321_00406	ADP-GLUCOSE	C16H25N5O15P2			'PUGREST.BadRequest: error: '
0321_00408	S-HEXYL-GLUTATHIONE	C16H29N3O6S			'PUGREST.BadRequest: error: '
0321_00409	RIBOFLAVIN	C17H20N4O6			'PUGREST.BadRequest: error: '
0321_00410	URIDINE DIPHOSPHATE-N-ACETYLGALACTOSAMINE	C17H27N3O17P2			'PUGREST.BadRequest: error: '
0321_00411	URIDINE DIPHOSPHATE-N-ACETYLGLUCOSAMINE	C17H27N3O17P2			'PUGREST.BadRequest: error: '
0321_00413	FAD	C27H33N9O15P2			'PUGREST.BadRequest: error: '
0321_00438	OROTATE	C5H4N2O4			'PUGREST.BadRequest: error: '
0321_00439	URACIL 5-CARBOXYLATE	C5H4N2O4			'PUGREST.BadRequest: error: '
0321_00450	GLUCOSAMINATE	C6H13NO6			'PUGREST.BadRequest: error: '
0321_00451	GALACTOSE 1-PHOSPHATE	C6H13O9P			'PUGREST.BadRequest: error: '
0321_00452	MANNOSE 6-PHOSPHATE	C6H13O9P			'PUGREST.BadRequest: error: '
0321_00453	FRUCTOSE 6-PHOSPHATE	C6H13O9P			'PUGREST.BadRequest: error: '
0321_00455	N-ACETYLMETHIONINE	C7H13NO3S			'PUGREST.BadRequest: error: '
0321_00464	PYRIDOXAMINE	C8H12N2O2			'PUGREST.BadRequest: error: '
0321_00465	N-ALPHA-ACETYLLYSINE	C8H16N2O3			'PUGREST.BadRequest: error: '
0321_00467	INDOXYL SULFATE	C8H7NO4S			'PUGREST.BadRequest: error: '
0321_00468	3-NITRO-L-TYROSINE	C9H10N2O5			'PUGREST.BadRequest: error: '
0321_00469	CYTIDINE 2',3'-CYCLIC PHOSPHATE	C9H12N3O7P			'PUGREST.BadRequest: error: '
