id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0431_00001			0.7	988		CC(C)(CO)C(O)C(=O)NCCC(O)=O							
0431_00002			0.7	857		CC(C)CC(N)C(O)=O							
0431_00003			3.0	124886	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O								
0431_00004			0.8	738		NC(CCC(N)=O)C(O)=O							
0431_00005			0.5	833		NC(CCCNC(N)=O)C(O)=O							
0431_00006			0.6	34756	C[S+](CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12								
0431_00007			0.6	182230	CC(=O)N[C@@H](CCC(N)=O)C(O)=O								
0431_00008			0.6	70914	CC(=O)N[C@@H](CCC(O)=O)C(O)=O								
0431_00009			0.6	107738		CCC(=O)OC(CC([O-])=O)C[N+](C)(C)C							
0431_00010			0.6	213144	CCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C								
0431_00011			0.6	847		CS(=O)CCC(N)C(O)=O							
0431_00012			0.6	448580	CSCC[C@H](NC(C)=O)C(O)=O								
0431_00013			0.6	439998	N[C@@H](CCCNC(=N)NC(CC(O)=O)C(O)=O)C(O)=O								
0431_00014			0.6	106		NC(COP(O)(O)=O)C(O)=O							
0431_00015			0.7	288		C[N+](C)(C)CC(O)CC([O-])=O							
0431_00016			0.7	1014		C[N+](C)(C)CCOP(O)(O)=O							
0431_00017			0.7	445675	CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]1OP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O								
0431_00018			0.7	7045767	CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C								
0431_00019			0.7	1182		CC(C)C(N)C(O)=O							
0431_00020			0.7	169235	CC(C)CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C								
0431_00021			0.7	602		CC(N)C(O)=O							
0431_00022			0.7	1135		Cc1c[nH]c(=O)[nH]c1=O							
0431_00023			0.7	5789	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O								
0431_00024			0.7	12243705		Cc1ncccc1C(N)=O							
0431_00025			0.7	1088		CNCC(O)=O							
0431_00026			0.7	439176	CSC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N)ncnc12								
0431_00027			0.8	936		NC(=O)c1cccnc1							
0431_00028			0.9	161166	N[C@@H](CC(=O)c1ccccc1N)C(O)=O								
0431_00029			0.9	779		NC(CCO)C(O)=O							
0431_00030			1.2	9700	Cc1cn([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)c(=O)[nH]c1=O								
0431_00031			1.2	6305	N[C@@H](Cc1c[nH]c2ccccc12)C(O)=O								
0431_00032			1.5	736715	C(\C=1N=CNC1)=C/C(=O)O								
0431_00033			3.0	1549103	C(=O)(O)/C=C\C=1N=CNC1								
0431_00034			4.0	597		Nc1cc[nH]c(=O)n1							
0431_00035			4.3	515		CC(C(O)=O)C(O)(CC(O)=O)C(O)=O							
0431_00036			0.6	305		C[N+](C)(C)CCO							
