id	url	source	comment	authors	name	missing information	mail
0431	10.1016/j.phytochem.2014.10.005		Submitted by Fangyuan Sun	Philippe J. Eugster, Julien Boccard, Benjamin Debrus, Lise Bréant, Jean-Luc Wolfender, Sophie Martel, Pierre-Alain Carrupt	ROASMI_68		
