id	name	method.type	source	url	pmid	authors	missing information	comment	model.manual_void_threshold_estimate	model.flags
0024	Waters ACQUITY UPLC with synapt G1	RP	PredRet				column length, ID and particle size; temperature, gradient and flow rate			
