id	url	source	comment	authors	name	missing information	mail	method.type
0417	10.1038/s41592-019-0358-2	Publication - Tsugawa	Submitted by Fangyuan Sun	Tsugawa, H., Nakabayashi, R., Mori, T. et al	ROASMI_45			RP
