t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	5	95	0	0	0.75
5	5	95	0	0	0.75
20	43	57	0	0	0.75
25	43	57	0	0	0.75
30	5	95	0	0	0.75
40	5	95	0	0	0.75
