id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0434_00001			1.1	774		C1=C(NC=N1)CCN							
0434_00002			1.1	3032849	C(C[C@@H](C(=O)O)N)[C@H](CN)O								
0434_00003			1.1	6262	C(C[C@@H](C(=O)O)N)CN								
0434_00004			1.1	5962	C(CCN)C[C@@H](C(=O)O)N								
0434_00005			1.1	364		C(C(C(=O)O)N)N							
0434_00006			1.2	8113		C(CO)NCCO							
0434_00007			1.2	6427003	C(CCN)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)N								
0434_00008			1.2	107812		C(CS(=O)O)N							
0434_00009			1.2	439217	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)N)O)O)OP(=O)(O)O								
0434_00010			1.2	439258	C(CSC[C@@H](C(=O)O)N)[C@@H](C(=O)O)N								
0434_00011			1.2	673		CN(C)CC(=O)O							
0434_00012			1.2	439224	C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN								
0434_00013			1.2	92105	CN1C=C(N=C1)C[C@@H](C(=O)O)N								
0434_00014			1.2	5951	C([C@@H](C(=O)O)N)O								
0434_00015			1.2	177491	C(CS(=O)(=O)O)[C@@H](C(=O)O)N								
0434_00016			1.2	6274	C1=C(NC=N1)C[C@@H](C(=O)O)N								
0434_00017			1.2	657272	C[N+](C)(C)CCOP(=O)([O-])OC[C@@H](CO)O								
0434_00018			1.2	12647	C(CO)[C@@H](C(=O)O)N								
0434_00019			1.2	865		C(CC(C(=O)O)N)CC(C(=O)O)N							
0434_00020			1.2	65127	C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)OP(=O)(O)O								
0434_00021			1.2	1146		CN(C)C							
0434_00022			1.2	64969	CN1C=NC=C1C[C@@H](C(=O)O)N								
0434_00023			1.2	1123		C(CS(=O)(=O)O)N							
0434_00024			1.2	145815	C(CC(=O)N)[C@H](C(=O)O)N								
0434_00025			1.2	546		C(C(=O)O)P(=O)(O)O							
0434_00026			1.2	9085	C(CCN=C(N)N)C[C@@H](C(=O)O)N								
0434_00027			1.2	68841	C([C@@H](C(=O)O)N)OP(=O)(O)O								
0434_00028			1.2	754		C(C(COP(=O)(O)O)O)O							
0434_00029			1.2	439165	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OP(=O)(O)O)O)O)O)O								
0434_00030			1.2	239		C(CN)C(=O)O							
0434_00031			1.2	724		C(C(C(=O)O)O)OP(=O)(O)O							
0434_00032			1.2	91493	C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)OP(=O)(O)O								
0434_00033			1.2	71080	C[C@H](C(=O)O)N								
0434_00034			1.2	6267	C([C@@H](C(=O)O)N)C(=O)N								
0434_00035			1.2	11163		C(C(=O)NCC(=O)O)N							
0434_00036			1.2	6322	C(C[C@@H](C(=O)O)N)CN=C(N)N								
0434_00037			1.2	5961	C(CC(=O)N)[C@@H](C(=O)O)N								
0434_00038			1.2	5958	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)OP(=O)(O)O								
0434_00039			1.2	1014		C[N+](C)(C)CCOP(=O)(O)O							
0434_00040			1.2	114926		C1=NC(=C(C(=N1)N)NC=O)N							
0434_00041			1.2	825		C1C(CNC1C(=O)O)O							
0434_00042			1.2	3857		C(C(C(=O)O)N)P(=O)(O)O							
0434_00043			1.3	119		C(CC(=O)O)CN							
0434_00044			1.3	1052		CC1=NC=C(C(=C1O)CN)CO							
0434_00045			1.3	80283	CC[C@@H](C(=O)O)N								
0434_00046			1.3	64950		CNC(=O)C1=CN=CC=C1							
0434_00047			1.3	5780	C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O								
0434_00048			1.3	247		C[N+](C)(C)CC(=O)[O-]							
0434_00049			1.3	6251	C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O								
