id	bits.on
0326_00081	13,20,54,62,124,138,148,153,171,175,207,225,231,272,282,283,347,387,390,399,417,423,434,436,466,497,508,511,526,536,556,575,626,627,640,662,700,727,755,778,779,781,826,827,833,839,888,916,919,948,994
0326_00137	13,20,94,144,153,266,305,318,373,434,508,568,626,727,948,994
0326_00146	20,62,94,107,145,153,196,207,231,329,359,390,508,531,626,707,727,778,826,948,994,1017,1022
0326_00172	20,39,49,94,107,153,196,207,390,439,447,508,527,531,626,727,749,802,948
0326_00263	20,52,94,107,141,153,207,236,254,406,454,465,481,508,544,626,727,802,868,948,994
0326_00340	20,94,107,113,131,134,153,207,426,480,508,511,516,602,626,673,727,948,994,998
0326_00353	20,39,49,94,107,118,141,153,207,297,481,508,527,626,635,727,802,852,948,949
0326_00376	77,127,134,153,154,207,224,226,259,286,305,336,350,353,369,381,390,476,481,515,550,626,640,647,787,836,849,968,991
0326_00586	38,67,71,91,134,178,202,205,220,223,245,289,298,306,352,367,368,371,405,455,494,506,508,515,551,553,582,613,648,655,662,663,727,948,950,968,981,1018
0326_00631	15,20,26,89,94,103,175,187,237,264,371,397,415,508,524,612,626,647,677,727,762,772,777,873,948,969
0326_00651	15,20,89,90,137,153,252,339,341,440,463,481,497,508,530,547,569,659,662,664,727,737,772,773,778,820,940,951,998,1008
0326_00710	26,89,139,153,170,198,263,266,311,326,330,414,461,474,626,645,705,719,732,770,791,829,855,883,936
0326_00711	5,15,26,52,89,139,153,198,212,263,280,326,414,452,461,468,478,626,677,710,711,719,823,828,836,855,883,936,954
0326_00712	89,562,626,719,936,962
0326_00713	22,36,73,89,153,311,326,327,330,366,369,461,495,562,626,637,647,671,719,786,791,936,959,974
0326_00714	22,36,73,89,153,311,326,327,330,366,369,461,495,562,626,637,647,671,719,786,791,936,959,974
0326_00715	22,36,73,89,153,311,326,327,330,366,369,461,495,562,626,637,647,671,719,786,791,936,959,974
0326_00716	22,36,73,89,153,311,326,327,330,366,369,461,495,562,626,637,647,671,719,786,791,936,959,974
0326_00717	20,153,203,207,259,325,326,390,397,507,508,538,576,626,665,697,704,727,842,844,874,898,936,969
0326_00718	5,15,26,52,89,139,153,198,212,263,280,326,414,452,461,468,478,626,677,710,711,719,823,828,836,855,883,936,954
0326_00793	20,50,62,64,94,153,154,283,312,361,391,480,481,497,508,530,556,558,599,626,662,727,752,755,778,781,803,826,850,864,918,948,976,994
0326_00798	15,26,28,47,58,73,86,89,129,134,141,175,207,222,237,238,241,268,280,285,343,351,354,358,385,412,425,456,460,477,495,499,528,540,559,571,575,593,598,605,626,652,709,729,730,772,777,802,806,816,818,848,850,861,874,890,891,900,905,906,930,932,936,942,948,952,967,970,993,1001,1022
0326_00840	20,94,134,153,207,213,277,390,480,508,511,626,661,727,802,948
0326_00852	20,94,104,107,207,390,428,500,508,563,626,727,802,948
0326_00973	31,116,134,144,153,178,215,243,270,278,281,319,356,370,373,380,387,391,399,400,405,420,423,453,488,524,550,626,732,738,747,759,765,786,824,889,948,952,968,971,977,992,999,1003
0326_01065	20,62,96,134,145,150,153,158,241,270,293,349,362,421,487,508,550,588,593,616,670,707,727,735,748,787,815,844,915,916,919,938,948,952,968,994,1024
0326_01066	17,20,25,66,74,76,84,108,134,146,153,182,188,190,198,199,217,236,278,281,295,305,314,347,351,405,461,476,487,508,515,516,531,541,549,550,553,580,585,605,613,624,634,647,658,669,686,699,721,725,727,772,778,793,822,850,873,904,948,968,992,994
0326_01124	2,15,24,25,26,35,55,62,69,89,92,93,108,120,134,136,153,163,164,176,179,184,194,198,207,215,219,220,230,236,238,245,250,254,260,265,266,268,273,274,285,294,297,301,313,318,327,341,347,353,355,376,382,391,416,425,438,461,466,467,473,474,477,485,492,503,508,521,534,548,549,552,562,563,569,574,583,601,604,626,631,651,655,673,682,697,704,709,719,726,732,756,761,766,767,782,786,795,802,813,819,825,829,830,834,837,840,848,855,869,873,883,884,885,887,897,906,916,917,918,924,933,934,936,945,947,948,964,968,973,974,978,979,984,994
0326_01201	15,17,20,26,45,60,80,89,92,99,110,119,146,153,159,207,220,222,228,231,236,243,270,285,288,314,331,337,343,360,366,371,459,470,479,492,494,499,508,516,526,530,553,566,567,586,609,618,619,621,623,626,630,637,650,655,670,688,690,698,726,727,762,765,772,795,802,806,808,818,836,936,948,961,964,970
0326_01202	15,20,26,44,58,60,77,89,94,128,136,153,159,161,173,175,207,222,229,231,243,244,270,276,278,285,318,332,343,366,371,382,401,439,453,480,492,499,501,508,516,530,584,605,609,618,621,626,655,670,686,690,726,727,746,758,762,769,772,795,802,806,818,836,871,883,922,927,933,936,941,948,957,964,971,983,1009
0326_01203	15,17,20,21,26,60,89,94,95,153,207,222,228,231,237,261,270,285,288,300,316,330,343,470,480,492,494,499,508,530,553,554,586,594,618,626,633,655,670,677,688,690,707,719,726,727,752,758,762,772,795,802,806,807,818,861,882,916,917,918,936,948,961,964
0326_01206	15,17,20,21,26,60,89,94,95,128,153,159,207,222,228,231,237,270,278,285,288,300,316,343,366,371,439,470,480,492,494,499,501,508,516,530,553,554,584,586,594,618,621,626,633,655,670,688,690,707,719,726,727,758,762,772,795,802,806,807,818,861,871,882,916,917,918,927,936,948,961,964
