t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	5	95	0	0	0.3
1.5	5	95	0	0	0.3
13.5	60	40	0	0	0.3
15.5	60	40	0	0	0.3
29.7	75	25	0	0	0.3
33.5	75	25	0	0	0.3
34.5	5	95	0	0	0.3
41.5	5	95	0	0	0.3
