id	name	formula	rt	smiles.std	status
0236_00001	SPERMINE	C10H26N4	0.485		'PUGREST.BadRequest: error: '
0236_00002	SPERMIDINE	C7H19N3	0.493		'PUGREST.BadRequest: error: '
0236_00003	LEUCINE	C6H13NO2	0.495		'PUGREST.BadRequest: error: '
0236_00004	HISTAMINE	C5H9N3	0.529		'PUGREST.BadRequest: error: '
0236_00005	AGMATINE SULFATE	C5H14N4	0.536		'PUGREST.BadRequest: error: '
0236_00006	CARNOSINE	C9H14N4O3	0.542		'PUGREST.BadRequest: error: '
0236_00007	HISTIDINE	C6H9N3O2	0.554		'PUGREST.BadRequest: error: '
0236_00008	PYRIDOXAMINE	C8H12N2O2	0.563		'PUGREST.BadRequest: error: '
0236_00009	N,N,N-TRIMETHYLLYSINE	C9H20N2O2	0.563		'PUGREST.BadRequest: error: '
0236_00010	1-METHYL-L-HISTIDINE	C7H11N3O2	0.579		'PUGREST.BadRequest: error: '
0236_00011	CYSTATHIONINE	C7H14N2O4S	0.586		'PUGREST.BadRequest: error: '
0236_00012	THIAMINE MONOPHOSPHATE	C12H17N4O4PS	0.59		'PUGREST.BadRequest: error: '
0236_00013	CYSTINE	C6H12N2O4S2	0.591		'PUGREST.BadRequest: error: '
0236_00014	DIAMINOPIMELATE	C7H14N2O4	0.593		'PUGREST.BadRequest: error: '
0236_00015	GLUCOSAMINE 6-PHOSPHATE	C6H14NO8P	0.593		'PUGREST.BadRequest: error: '
0236_00016	GLUCOSAMINATE	C6H13NO6	0.597		'PUGREST.BadRequest: error: '
0236_00017	TAURINE	C2H7NO3S	0.606		'PUGREST.BadRequest: error: '
0236_00018	(2-AMINOETHYL)PHOSPHONATE	C2H8NO3P	0.606		'PUGREST.BadRequest: error: '
0236_00019	N,N-DIMETHYL-ARGININE	C8H18N4O2	0.606		'PUGREST.BadRequest: error: '
0236_00020	CITICOLINE	C14H26N4O11P2	0.606		'PUGREST.BadRequest: error: '
0236_00021	GLUTAMINE	C5H10N2O3	0.608		'PUGREST.BadRequest: error: '
0236_00023	5-Aminolevulinic Acid Hydrochloride Salt	C5H9NO3	0.61		'PUGREST.BadRequest: error: '
