id	bits.on
0016_00001	4,7,9,13,15,20,27,39,41,73,89,92,134,139,153,158,168,170,174,193,200,220,223,235,245,252,254,304,311,312,326,327,328,330,335,347,353,369,374,381,389,391,399,418,435,438,446,449,461,473,479,496,499,508,513,515,544,549,550,551,554,555,562,570,573,587,617,619,620,626,640,660,676,681,683,705,711,717,719,724,726,727,733,737,748,778,780,783,785,787,790,791,792,816,850,857,860,894,899,905,921,936,941,947,948,951,968,974,978,986,992,1014,1016
0016_00002	4,9,15,20,54,55,72,73,78,89,120,133,134,139,141,153,158,160,167,168,170,173,175,194,198,200,223,228,238,245,260,284,295,304,311,319,326,327,328,330,335,347,353,368,369,374,402,435,438,446,461,465,467,499,508,513,515,537,547,549,550,551,554,569,570,573,586,587,603,608,619,620,626,640,667,676,683,705,711,717,719,727,733,737,748,762,768,778,782,783,791,813,816,825,850,856,883,888,894,899,902,907,927,931,936,941,946,947,948,949,968,974,978,1004,1005,1016
0016_00003	4,9,15,20,30,54,55,72,73,78,89,120,133,134,141,153,158,159,160,167,168,170,173,175,194,198,201,223,226,228,238,245,260,284,295,304,311,319,326,327,328,330,335,347,353,368,369,374,402,435,438,446,461,465,467,508,513,515,537,547,549,550,551,554,569,570,573,586,587,603,608,626,640,662,666,667,683,686,705,707,711,717,719,727,737,748,762,768,772,778,782,783,791,813,816,825,850,856,858,883,888,894,899,902,907,927,931,936,941,946,948,949,968,974,978,979,1004,1005
0016_00004	4,5,8,9,15,30,54,55,78,89,134,142,153,158,159,167,168,170,173,194,201,223,226,245,260,284,295,311,326,327,328,330,335,347,353,369,374,402,435,438,446,461,465,467,508,513,515,549,550,554,569,570,573,587,608,626,640,662,666,667,683,686,705,707,711,712,719,748,772,778,782,783,791,813,816,836,858,883,887,894,899,927,936,941,946,948,949,968,974,978,979,993,1004,1005
0016_00005	4,9,15,30,73,89,128,134,153,158,159,170,201,220,223,226,243,245,260,299,311,316,326,327,330,335,336,346,347,353,369,392,399,435,438,446,461,469,473,486,505,508,513,515,547,549,550,554,555,562,570,573,579,613,626,628,640,660,661,662,666,683,686,687,701,705,707,719,724,734,736,748,772,778,785,787,791,793,816,827,858,882,899,936,948,968,974,978,979,994,1017
0016_00006	4,7,9,15,20,27,39,41,73,89,92,133,134,139,141,153,158,160,168,170,174,193,198,200,220,223,238,245,254,284,293,304,311,326,327,328,330,335,347,368,369,374,381,399,435,438,446,449,461,473,479,499,508,513,515,544,549,550,551,554,555,562,570,573,587,617,619,620,626,640,660,676,681,683,705,711,717,719,724,726,727,733,737,748,778,780,783,785,787,790,791,792,825,850,856,857,860,894,899,905,921,931,936,941,947,948,951,968,974,978,992,1016
0016_00007	4,7,9,15,20,27,39,41,73,89,92,95,134,139,141,147,148,153,158,168,170,174,193,200,201,220,223,226,245,254,293,304,311,326,327,328,330,335,347,353,362,369,374,381,399,435,438,446,449,461,473,479,499,508,513,515,544,549,550,551,554,555,562,570,573,587,617,619,620,626,640,660,666,676,681,683,705,711,712,717,719,724,726,727,733,735,737,748,778,780,783,785,787,790,791,792,825,850,857,858,860,894,899,905,921,931,936,941,947,948,951,968,974,978,990,992,999,1016
0016_00009	4,7,9,15,20,27,30,39,72,89,128,134,141,153,158,159,170,201,220,223,226,243,245,260,261,293,299,304,316,335,347,353,369,399,435,438,446,461,469,473,479,486,508,513,515,544,549,550,551,554,555,562,570,573,620,626,628,640,660,661,662,666,676,683,686,687,701,705,707,712,717,719,724,726,727,733,736,737,741,748,763,772,778,785,787,791,793,825,827,850,855,857,858,882,899,936,947,948,951,968,974,978,979,1017
0016_00010	4,7,18,20,22,27,36,39,89,133,134,141,153,160,198,238,284,293,304,328,347,366,368,369,399,461,479,495,508,515,544,549,551,555,562,626,640,647,705,717,719,726,727,737,778,785,786,791,796,825,850,856,857,931,936,948,959,968,974
0016_00011	4,7,9,13,15,20,27,39,41,73,89,92,134,139,153,158,168,170,174,193,200,220,223,235,245,252,254,304,311,312,326,327,328,330,335,347,353,369,374,381,389,391,399,418,435,438,446,449,461,473,479,496,499,508,513,515,544,549,550,551,554,555,562,570,573,587,617,619,620,626,640,660,676,681,683,705,711,717,719,724,726,727,733,737,748,778,780,783,785,787,790,791,792,816,850,857,860,894,899,905,921,936,941,947,948,951,968,974,978,986,992,1014,1016
