id	url	source	comment	authors	name	missing information	mail	method.type
0407	10.1021/acs.jafc.0c00879	Publication - Arapitsas	Submitted by Fangyuan Sun	Panagiotis Arapitsas, Maurizio Ugliano, Matteo Marangon, Paola Piombino, Luca Rolle, Vincenzo Gerbi, Andrea Versari, Fulvio Mattivi	ROASMI_33			RP
