id	authors	name	url	comment	source	method.type
0435	Tobias Bruderer, Emmanuel Varesio, Gérard Hopfgartner	ROASMI_77	10.1016/j.jchromb.2017.07.016	Mobile A was 5 mM ammonium acetate in water with an adjusted pH of 8.0 by the addition of ammonium hydroxide, Submitted by Fangyuan Sun	Publication - Bruderer	RP
