id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0425_00001			2.88	243	C1=CC=C(C=C1)C(=O)O	C1=CC=C(C=C1)C(=O)O							
0425_00002			3.58	338	C1=CC=C(C(=C1)C(=O)O)O	C1=CC=C(C(=C1)C(=O)O)O							
0425_00003			4.5	1493	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O							
0425_00004			1.67	1639	C1=NNC(=N1)N	C1=NNC(=N1)N							
0425_00005			12.92	1752	CCCCCCCCCC1=CC=C(C=C1)O	CCCCCCCCCC1=CC=C(C=C1)O							
0425_00006			8.26	1775	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3							
0425_00007			3.09	1982	CC(=O)NP(=O)(OC)SC	CC(=O)NP(=O)(OC)SC							
0425_00008			3.24	1986	CC(=O)NC1=NN=C(S1)S(=O)(=O)N	CC(=O)NC1=NN=C(S1)S(=O)(=O)N							
0425_00009			4.06	2083	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O							
0425_00010			5.08	2159	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC	CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC							
0425_00011			7.9	2164	CCC1(C(=O)NC(=O)NC1=O)CCC(C)C	CCC1(C(=O)NC(=O)NC1=O)CCC(C)C							
0425_00012			6.38	2187	CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N	CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N							
0425_00013			4.98	2242	COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N	COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N							
0425_00014			4.8	2294	CCC1(C(=O)NC(=O)NC1=O)CC	CCC1(C(=O)NC(=O)NC1=O)CC							
0425_00015			4.49	2328	CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O	CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O							
0425_00016			9.24	2466	CCCCOC1=CC=C(C=C1)CC(=O)NO	CCCCOC1=CC=C(C=C1)CC(=O)NO							
0425_00017			6.73	2471	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2							
0425_00018			10.66	2474	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C							
0425_00019			6.83	2479	CCC(C)C1(C(=O)NC(=O)NC1=O)CC	CCC(C)C1(C(=O)NC(=O)NC1=O)CC							
0425_00020			5.86	2541	CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O	CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O							
0425_00021			8.47	2555	C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N	C1=CC=C2C(=C1)C3C(O3)C4=CC=CC=C4N2C(=O)N							
0425_00022			6.76	2663	CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C	CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C							
0425_00023			11.57	3025	CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC	CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC							
0425_00024			5.25	3082	CNC(=O)CSP(=S)(OC)OC	CNC(=O)CSP(=S)(OC)OC							
0425_00025			4.89	3111	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O							
0425_00026			7.04	3121	CCCC(CCC)C(=O)O	CCCC(CCC)C(=O)O							
0425_00027			4.63	3154	CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C	CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C							
0425_00028			1.32	3225	C1CC2C(C(C1O2)C(=O)O)C(=O)O	C1CC2C(C(C1O2)C(=O)O)C(=O)O							
0425_00029			10.47	3308	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O							
0425_00030			6.79	3335	C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O	C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O							
0425_00031			6.79	3342	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O							
0425_00032			4.33	3343	CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O	CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O							
0425_00033			5.91	3410	CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O	CC(CC1=CC=C(C=C1)OC)NCC(C2=CC(=C(C=C2)O)NC=O)O							
0425_00034			4.08	3446	C1CCC(CC1)(CC(=O)O)CN	C1CCC(CC1)(CC(=O)O)CN							
0425_00035			10.86	3463	CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O	CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O							
0425_00036			9.72	3672	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O	CC(C)CC1=CC=C(C=C1)C(C)C(=O)O							
0425_00037			6.23	3718	CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O	CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O							
0425_00038			10.12	3749	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5	CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5							
0425_00039			6.77	3825	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O							
0425_00040			9.29	4044	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C							
0425_00041			7.49	4062	CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C	CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C							
0425_00042			2.04	4075	C1=CC(=C(C=C1N)C(=O)O)O	C1=CC(=C(C=C1N)C(=O)O)O							
0425_00043			8.54	4409	CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC	CC(=O)CCC1=CC2=C(C=C1)C=C(C=C2)OC							
0425_00044			8.24	4495	CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2	CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2							
0425_00045			1.96	4581	C1=CC(=CC=C1C(CN)O)O	C1=CC(=CC=C1C(CN)O)O							
0425_00046			7.73	4641	CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3	CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3							
0425_00047			7.92	4737	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC							
0425_00048			6.1	4763	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2	CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2							
0425_00049			7.46	4781	CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3	CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3							
0425_00050			1.29	4794	CP(=O)(CCC(C(=O)O)N)O	CP(=O)(CCC(C(=O)O)N)O							
0425_00051			10.64	4829	CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3	CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3							
0425_00052			6.04	4849	C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3	C1CCN(C1)C2=C(C(=CC(=C2)C(=O)O)S(=O)(=O)N)OC3=CC=CC=C3							
0425_00053			7.49	4906	CCCNC(C)C(=O)NC1=CC=CC=C1C	CCCNC(C)C(=O)NC1=CC=CC=C1C							
0425_00054			6.46	4911	CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O	CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O							
0425_00055			8.86	5035	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O	C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O							
0425_00056			6.82	5056	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O	C1=CC(=CC=C1C=CC2=CC(=CC(=C2)O)O)O							
0425_00057			3.19	5071	CC(C12CC3CC(C1)CC(C3)C2)N	CC(C12CC3CC(C1)CC(C3)C2)N							
0425_00058			3.09	5143	C1=CC=C2C(=C1)C(=O)NS2(=O)=O	C1=CC=C2C(=C1)C(=O)NS2(=O)=O							
0425_00059			4.83	5147	C1=CC=C(C(=C1)C(=O)N)O	C1=CC=C(C(=C1)C(=O)N)O							
0425_00060			1.11	5152	C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O	C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O							
0425_00061			8.39	5193	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C	CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C							
0425_00062			3.91	5253	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O	CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O							
0425_00063			4.42	5355	CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC	CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC							
0425_00064			8.96	5359	CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O	CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O							
0425_00065			7.21	5383	CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC	CC(C)(C)C1=NN=C(S1)N(C)C(=O)NC							
0425_00066			3.48	5403	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O							
0425_00067			6.52	5430	C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3	C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3							
0425_00068			5.44	5443	C1=CC=C(C(=C1)C(=O)O)S	C1=CC=C(C(=C1)C(=O)O)S							
0425_00069			4.41	5603	CCCCCC(C)N	CCCCCC(C)N							
0425_00070			5.17	5734	C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N	C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N							
0425_00071			9.91	5753	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C)O								
0425_00072			8.92	5755	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O								
0425_00073			7.82	5756	C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O								
0425_00074			10.79	5757	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O								
0425_00075			13.96	5858	CC[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)O								
0425_00076			8.31	5865	C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C								
0425_00077			10.84	5870	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O								
0425_00078			1.52	6004	CCOS(=O)(=O)O	CCOS(=O)(=O)O							
0425_00079			14.41	6011	C[C@@H]1C[C@]2([C@@H](CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@H]4O)C)CC1=O)C								
0425_00080			3.24	6041	CNC[C@@H](C1=CC(=CC=C1)O)O								
0425_00081			7.42	6129	CNC(=O)OC1=CC=CC2=CC=CC=C21	CNC(=O)OC1=CC=CC2=CC=CC=C21							
0425_00082			6.32	6197	C[C@H]1C[C@@H](C(=O)[C@@H](C1)[C@@H](CC2CC(=O)NC(=O)C2)O)C								
0425_00083			4.46	6249	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)O)C								
0425_00084			4.79	6269	CC1=CC=C(C=C1)S(=O)(=O)N	CC1=CC=C(C=C1)S(=O)(=O)N							
0425_00085			4.42	6466	C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O								
0425_00086			8.49	6623	CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O	CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O							
0425_00087			10.44	6758	CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC								
0425_00088			5.7	6862	C1=CC=C2C(=C1)C=CC=C2CC(=O)O	C1=CC=C2C(=C1)C=CC=C2CC(=O)O							
0425_00089			7.92	6950	CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O	CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O							
0425_00090			9.09	7017	C1=CC=C(C=C1)C2=CC=CC=C2O	C1=CC=C(C=C1)C2=CC=CC=C2O							
0425_00091			2.26	7172	CNCC(C1=CC=C(C=C1)O)O	CNCC(C1=CC=C(C=C1)O)O							
0425_00092			3.92	7370	C1=CC=C(C=C1)S(=O)(=O)N	C1=CC=C(C=C1)S(=O)(=O)N							
0425_00093			4.12	7533	C1CCC(CC1)NS(=O)(=O)O	C1CCC(CC1)NS(=O)(=O)O							
0425_00094			5.11	7560	CN(C)C(=O)NC1=CC=CC=C1	CN(C)C(=O)NC1=CC=CC=C1							
0425_00095			1.34	7956	C1(=O)NC(=O)NC(=O)N1	C1(=O)NC(=O)NC(=O)N1							
0425_00096			6.16	8293	COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N	COP(=S)(OC)OC1=CC=C(C=C1)S(=O)(=O)N							
0425_00097			5.42	8420	C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O	C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)O							
0425_00098			9.19	8540	C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O	C1CCC(CC1)C2=C(C(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])O							
0425_00099			5.89	8593	C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O	C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O							
0425_00100			6.56	8705	CC1=CC2=NNN=C2C=C1	CC1=CC2=NNN=C2C=C1							
0425_00101			12.3	8814	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O	CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O							
0425_00102			1.73	8859	C(=NC(=O)N)(N)N	C(=NC(=O)N)(N)N							
0425_00103			9.02	9034	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C	CCC#CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC=C							
0425_00104			8.03	9272	CCOP(=S)(OCC)OC1=NC=CN=C1	CCOP(=S)(OCC)OC1=NC=CN=C1							
0425_00105			1.26	10413	C(CC(=O)O)CO	C(CC(=O)O)CO							
0425_00106			6.61	11273	C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O								
0425_00107			14.6	12902	CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C	CC(C)(C)C1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C							
0425_00108			10.48	12932	CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1	CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1							
0425_00109			11.78	13101	CC(C)CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2	CC(C)CC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2							
0425_00110			5.11	13624	C1=CC=C2C(=C1)NC(=N2)N	C1=CC=C2C(=C1)NC(=N2)N							
0425_00111			8.13	14994	CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O	CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O							
0425_00112			14.41	15020	C[C@H]1CC(=O)C[C@H]2[C@]1([C@H]3CC[C@]4([C@H]([C@@H]3CC2)CC[C@@H]4O)C)C								
