id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0436_00001			1.23	6274	C1=C(NC=N1)C[C@@H](C(=O)O)N								
0436_00002			1.26	3772		C1CNCCC1C(=O)N							
0436_00003			1.26	439369	C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O								
0436_00004			1.3099999999999998	60715		CC(CN1CCN(CCN(CCN(CC1)CC(=O)O)CC(=O)O)CC(=O)O)O							
0436_00005			1.3099999999999998	8859		C(=NC(=O)N)(N)N							
0436_00006			1.3099999999999998	111306	C1C[C@H](NC1)C(=O)N								
0436_00007			1.3299999999999998	5196		C(=O)(N)NN							
0436_00008			1.36	37542	C1=NC(=NN1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)C(=O)N								
0436_00009			1.38	2327		C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O							
0436_00010			1.38	5665		C=CC(CCC(=O)O)N							
0436_00011			1.38	5816	CNC[C@@H](C1=CC(=C(C=C1)O)O)O								
0436_00012			1.38	104904	CN1[C@H]2CC[C@@H]1[C@H]([C@H](C2)O)C(=O)OC								
0436_00013			1.39	596		C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O							
0436_00014			1.39	4091		CN(C)C(=N)N=C(N)N							
0436_00015			1.4	71158		CC(=O)NCCCS(=O)(=O)O							
0436_00016			1.4400000000000002	1639		C1=NNC(=N1)N							
0436_00017			1.4400000000000002	4794		CP(=O)(CCC(C(=O)O)N)O							
0436_00018			1.45	7955		C1(=NC(=NC(=N1)N)N)N							
0436_00019			1.52	18392195	CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)C(=O)O)O)O)O								
0436_00020			1.5799999999999998	774		C1=C(NC=N1)CCN							
0436_00021			1.5799999999999998	6004		CCOS(=O)(=O)O							
0436_00022			1.6	7172		CNCC(C1=CC=C(C=C1)O)O							
0436_00023			1.63	4075		C1=CC(=C(C=C1N)C(=O)O)O							
