id	authors	name	url	comment	source	method.type
0434	Tobias Bruderer, Emmanuel Varesio, Gérard Hopfgartner	ROASMI_71	10.1016/j.jchromb.2017.07.016	 mobile phase A was 5 mM ammonium formate in water with an adjusted pH of 3.0 by the addition of formic acid, Submitted by Fangyuan Sun	Publication - Bruderer	RP
