id	bits.on
0002_00125	20,21,94,134,141,148,177,188,226,268,304,353,369,371,381,430,469,476,508,510,515,550,551,598,626,640,712,727,735,825,850,968
0002_00129	15,20,26,39,60,71,76,85,87,89,94,120,153,163,170,182,207,215,222,223,231,252,261,285,290,316,370,391,398,401,424,437,480,491,499,503,508,530,580,594,602,609,614,626,664,690,697,710,726,727,752,758,759,772,801,802,818,860,909,915,936,948,964,967,972,976
0002_00134	5,15,20,26,35,39,49,60,64,76,85,87,89,94,118,120,152,153,163,170,180,182,207,222,228,231,252,261,281,285,290,316,326,351,368,370,391,401,408,420,424,437,480,499,508,530,552,594,602,609,626,664,690,710,726,727,752,753,758,759,772,802,818,860,936,948,949,964,976,999,1009
0002_00147	17,43,72,83,85,89,126,134,139,142,153,168,197,200,216,220,226,229,237,239,265,277,300,311,323,326,335,336,342,347,353,361,369,381,400,438,440,442,461,476,493,507,515,521,533,550,553,557,562,616,622,626,640,665,676,677,682,703,705,719,743,765,775,936,947,948,968,970,974,983
0002_00149	6,17,43,72,78,83,89,126,134,139,142,150,153,165,181,187,197,209,216,220,226,237,239,240,260,265,277,300,309,311,326,327,330,333,335,336,342,347,353,361,369,381,400,435,438,440,461,467,476,493,507,515,521,550,553,562,590,616,622,626,640,665,676,677,682,705,711,719,775,780,791,883,936,947,948,967,968,970,974,983,995
0002_00150	6,17,43,72,89,105,117,118,126,134,139,142,153,168,181,191,197,220,226,237,240,265,311,326,327,330,335,336,347,353,361,369,381,416,425,438,440,461,476,493,507,508,515,533,550,553,562,616,625,626,640,643,665,670,676,682,705,719,728,745,775,791,921,936,948,968,970,974,983,1009
0002_00152	17,43,58,72,83,89,93,126,134,139,142,153,168,177,197,200,220,226,237,239,247,260,265,277,279,298,300,321,335,336,337,342,347,351,353,361,369,381,400,423,438,440,442,461,471,476,493,507,511,515,521,533,550,553,555,557,562,616,622,626,635,640,651,665,676,677,682,691,700,705,719,765,775,785,808,927,936,947,948,968,970,974,983,994,1015
0002_00164	17,35,72,83,89,126,134,139,142,153,166,168,181,191,196,197,215,220,228,231,239,260,265,273,277,311,321,328,335,336,342,347,353,378,400,411,416,425,438,440,450,452,461,476,493,515,521,533,553,555,562,592,616,622,626,640,648,656,661,667,676,677,682,700,705,719,721,745,752,780,785,791,794,936,947,948,968,970,974,983,993,994,1020
0002_00165	17,72,83,85,89,93,126,134,139,142,153,168,197,200,216,220,231,239,265,277,300,311,326,328,335,336,342,347,351,353,400,438,440,442,461,476,493,515,521,533,553,557,562,592,602,616,622,626,640,648,656,661,676,677,682,689,705,719,743,752,765,794,936,947,948,968,970,974,983
0002_00166	5,15,20,26,49,60,76,85,87,89,94,108,118,153,163,182,207,222,228,231,252,261,281,285,290,316,326,340,351,352,401,402,408,424,437,480,482,499,508,530,566,609,626,657,690,710,713,727,752,753,759,772,777,802,818,851,860,879,936,948,964,969,976,987,999,1003,1009,1015,1022
