id	Wlambda1.unity	Wlambda2.unity	Wlambda3.unity	Wnu1.unity	Wnu2.unity	Wgamma1.unity	Wgamma2.unity	Wgamma3.unity	Weta1.unity	Weta2.unity	Weta3.unity	WT.unity	WA.unity	WV.unity	WK.unity	WG.unity	WD.unity	BCUTw.1l	BCUTw.1h	BCUTc.1l	BCUTc.1h	BCUTp.1l	BCUTp.1h	Fsp3	XLogP	MW	LipinskiFailures	nRotB	MLogP	nAtomLAC	nAtomP	nAtomLC	nB	nBase	nAtom	nAromBond	naAromAtom	ALogP	ALogp2	AMR	nAcid	nSmallRings	nAromRings	nRingBlocks	nAromBlocks	nRings3	nRings4	nRings5	nRings6	nRings7	nRings8	nRings9	tpsaEfficiency	Zagreb	WPATH	WPOL	WTPT.1	WTPT.2	WTPT.3	WTPT.4	WTPT.5	VAdjMat	VABC	TopoPSA	topoShape	geomShape	PetitjeanNumber	MDEC.11	MDEC.12	MDEC.13	MDEC.14	MDEC.22	MDEC.23	MDEC.24	MDEC.33	MDEC.34	MDEC.44	MDEO.11	MDEO.12	MDEO.22	MDEN.11	MDEN.12	MDEN.13	MDEN.22	MDEN.23	MDEN.33	khs.sLi	khs.ssBe	khs.ssssBe	khs.ssBH	khs.sssB	khs.ssssB	khs.sCH3	khs.dCH2	khs.ssCH2	khs.tCH	khs.dsCH	khs.aaCH	khs.sssCH	khs.ddC	khs.tsC	khs.dssC	khs.aasC	khs.aaaC	khs.ssssC	khs.sNH3	khs.sNH2	khs.ssNH2	khs.dNH	khs.ssNH	khs.aaNH	khs.tN	khs.sssNH	khs.dsN	khs.aaN	khs.sssN	khs.ddsN	khs.aasN	khs.ssssN	khs.sOH	khs.dO	khs.ssO	khs.aaO	khs.sF	khs.sSiH3	khs.ssSiH2	khs.sssSiH	khs.ssssSi	khs.sPH2	khs.ssPH	khs.sssP	khs.dsssP	khs.sssssP	khs.sSH	khs.dS	khs.ssS	khs.aaS	khs.dssS	khs.ddssS	khs.sCl	khs.sGeH3	khs.ssGeH2	khs.sssGeH	khs.ssssGe	khs.sAsH2	khs.ssAsH	khs.sssAs	khs.sssdAs	khs.sssssAs	khs.sSeH	khs.dSe	khs.ssSe	khs.aaSe	khs.dssSe	khs.ddssSe	khs.sBr	khs.sSnH3	khs.ssSnH2	khs.sssSnH	khs.ssssSn	khs.sI	khs.sPbH3	khs.ssPbH2	khs.sssPbH	khs.ssssPb	Kier1	Kier2	Kier3	HybRatio	fragC	FMF	ECCEN	SP.0	SP.1	SP.2	SP.3	SP.4	SP.5	SP.6	SP.7	VP.0	VP.1	VP.2	VP.3	VP.4	VP.5	VP.6	VP.7	SPC.4	SPC.5	SPC.6	VPC.4	VPC.5	VPC.6	SC.3	SC.4	SC.5	SC.6	VC.3	VC.4	VC.5	VC.6	SCH.3	SCH.4	SCH.5	SCH.6	SCH.7	VCH.3	VCH.4	VCH.5	VCH.6	VCH.7	C1SP1	C2SP1	C1SP2	C2SP2	C3SP2	C1SP3	C2SP3	C3SP3	C4SP3	ATSp1	ATSp2	ATSp3	ATSp4	ATSp5	ATSm1	ATSm2	ATSm3	ATSm4	ATSm5	ATSc1	ATSc2	ATSc3	ATSc4	ATSc5	nHBDon	nHBAcc	PPSA.1	PPSA.2	PPSA.3	PNSA.1	PNSA.2	PNSA.3	DPSA.1	DPSA.2	DPSA.3	FPSA.1	FPSA.2	FPSA.3	FNSA.1	FNSA.2	FNSA.3	WPSA.1	WPSA.2	WPSA.3	WNSA.1	WNSA.2	WNSA.3	RPCG	RNCG	RPCS	RNCS	THSA	TPSA	RHSA	RPSA	bpol	apol	MOMI.X	MOMI.Y	MOMI.Z	MOMI.XY	MOMI.XZ	MOMI.YZ	MOMI.R	LOBMAX	LOBMIN	GRAV.1	GRAV.2	GRAV.3	GRAVH.1	GRAVH.2	GRAVH.3	GRAV.4	GRAV.5	GRAV.6
0242_00001																		11.996400330493548	15.999286710482377	-0.34963565239562977	0.2964452857567159	4.066330776243534	8.1591310653593	0.4	-1.675	158.11235013124434	0	1	1.3499999999999996	4	6	6	11	0	17	0	0	-1.2137999999999998	1.4733104399999994	31.6505	1	1	0	1	0	0	0	0	1	0	0	0	0.6043050946026679	52	150	13	21.234450813646617	1.9304046194224198	15.771238251157728	9.838523068594869	5.932715182562856	4.459431618637298		95.50000000000001	0.6666666666666666		0.4	0	0	0	0	0	2.5557724169850897	0	2.94168275343288	0	0	1.4509627050731748	0	0	0	0	0	0.4999999999999999	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.090909090909092	3.6	2.5	0.4	179.06	0.5454545454545454	91	8.430721420318147	5.092224152875016	4.921546803473762	3.1577836101400347	2.55354412290787	1.8334908144462918	0.7802913253060183	0.3793570624858995	5.456415517267721	2.9251311836925367	2.1165857187214145	1.2458908902442964	0.757462021767158	0.4092546754854462	0.13073168406599806	0.03703968647485212	1.663854610520907	2.2307921487931592	3.0691036921843726	0.3857217583955785	0.41136205663244885	0.37294727992657994	1.0773502691896257	0	0.16666666666666666	0	0.27796652024212487	0	0.018633899812498248	0	0	0	0	0.06804138174397717	0.17536647355387364	0	0	0	0.025515518153991442	0.03359109241032905	0	0	2	0	0	0	2	0	0	422.21837440722675	471.4781720312501	606.1293343095705	491.6069542578127	293.2617003525392	14.817836744716745	12.993095641252035	19.2896558589563	16.431838923289508	13.818756405715957	0.5597162104307035	-0.28414981171831205	0.16566604815186603	-0.07247400081953932	-0.34194535871973825	3	6																														10.753241999999998	18.208757999999996																		
0242_00002																		11.996320061010238	15.998259298781901	-0.34669209733029943	0.3096224287378431	4.042338877053613	7.897130944812349	0	0.9820000000000001	122.12160565560956	0	1	2.01		9	6	9	0	15	0	0	0.9680000000000002	0.9370240000000004	36.955	1	1	1	1	1	0	0	0	1	0	0	0	0.3056455615998364	40	88	9	17.528614391257374	1.9476238212508195	4.815164890527418	4.815164890527418	0	4.169925001442312		37.3	0.6666666666666666		0.4	0	0	0	0	6.083643418932058	4.74510280626355	0	1	0	0	0.4999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.111111111111111	3.239669421487603	2	0	153.02	0.6666666666666666	69	6.690234444311989	4.304530452640312	3.642107032211584	2.5926389558431224	1.8008334588458519	1.250443623153493	0.4511844635310912	0.23570226039551587	4.7422132319119505	2.58841454550487	1.6711779681929217	1.0207396434199778	0.580729833546644	0.3303225036425437	0.07960067528630259	0.027438952785704275	1.040440114519881	1.054737854124365	1.040440114519881	0.22021816303139571	0.1960792226629554	0.14681210868759714	0.5	0	0.16666666666666666	0	0.12897687979209715	0	0.015214515486254614	0	0	0	0	0.10206207261596577	0.05892556509887897	0	0	0	0.032075014954979206	0.016037507477489603	0	0	1	5	1	0	0	0	0	367.54878003808614	393.89223791406255	463.79280920019545	348.04878884765634	153.12468665039066	10.548938071081892	9.664183954265129	12.438652989806075	10.328367908530257	6.328367908530261	0.1964530420545412	-0.10798188018888374	0.014265436240030162	-0.00435652225746982	-1.513258408620464e-4	1	2																														7.517241999999999	17.924757999999997																		
0242_00003																		11.996249402294543	16.000792018155092	-0.3509593535330212	0.3582049895296052	3.737462045099492	9.230994444267875	0.7	-1.22	247.24548455537084	0	8	1.79	4	3	9	16	2	34	0	0	-2.3547000000000002	5.544612090000001	52.751099999999994	2	0	0	0	0	0	0	0	0	0	0	0	0.4197800668589819	76	564	17	31.767584362943644	1.868681433114332	18.260138358514034	15.036157147310984	3.2239812112030557	5		103.73	1		0.5	1.5000000000000004	2.4764454366709705	2.5069254553728926	0	0.944940787421155	5.5641435608170084	0	1.9827032282500943	0	0	2.006853904400577	1.4358729437462938	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7.43801652892562	10.85121107266436	0.7	817.07	0	206	13.637828201504696	7.598042769788446	8.230781917739982	3.315261132663702	3.2655822747008614	1.4941749346554982	1.6007794764282826	0.3272382946236201	9.985984151291227	5.774282735340411	5.940840495257834	2.092680728060989	1.6125608527855184	0.7484057914629015	0.4271146583602888	0.0989383316910476	1.7548746228316414	3.4000779017219127	3.06634164841781	1.1629682019553533	1.8238557350944749	1.5317877760419911	2.869956032534292	0.35355339059327373	0	0	2.448433198919975	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	3	0	0	739.9740130602268	794.1630919095156	1004.3154636679843	835.5154925588382	925.7664948044436	22.006794514522156	18.989371572649723	27.146324856863792	20.376379347307573	29.303821919534517	0.8853285377940032	-0.40481077451646963	0.03486368422735451	-0.3054942857644283	0.23796272728963186	1	6																														26.972519	34.847481																		
0242_00004																		11.996291895232917	15.998259707158718	-0.35098757052225205	0.28299024928079874	3.8820419137559883	8.327755790027728	0.125	1.253	136.14822306004913	0	2	2.1199999999999997		6	7	10	0	18	0	0	1.0028000000000001	1.0056078400000004	41.5042	1	1	1	1	1	0	0	0	1	0	0	0	0.27415901443752205	44	126	9	19.53512296264414	1.9535122962644142	4.789670568577701	4.789670568577701	0	4.321928094887363		37.3	1		0.5	0	0	0	0	7.732315986074721	5.63817347610835	0	0.4999999999999999	0	0	0.4999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.1	4	3.111111111111111	0.125	234.02	0.6	92	7.397341225498536	4.787693700234705	4.1335849552667545	2.5294827255159547	2.0895085934406645	1.4545677683854243	0.5955220308284978	0.3190355937288492	5.4493200130984984	3.045521326691417	2.056113798173479	1.1981745324623327	0.7704821276243093	0.43987604170763284	0.14285143997885774	0.05628617728197299	0.6422285251880867	1.0418884782434132	1.093412988719178	0.22728318980522844	0.2735688866177025	0.22048722235990434	0.6123724356957946	0	0	0	0.1824008526345482	0	0	0	0	0	0	0.10206207261596577	0.07216878364870323	0	0	0	0.032075014954979206	0.022680460581325723	0	0	1	5	1	0	1	0	0	432.8235889938966	461.9658405273439	540.865115956299	407.35544363281264	247.23844219824227	11.548938071081892	10.664183954265127	13.438652989806073	9.664183954265129	8.32836790853026	0.2001972757893315	-0.08866059538820763	-0.017131770814941286	0.002521728148550733	0.0029051690743936215	1	2																														9.703655999999997	21.018344																		
0242_00005																		11.996218910981353	16.00079487812766	-0.3515983060810144	0.35820633174261896	3.7256652590746944	9.272018849399455	0.75	-1.273	275.29871936424996	0	10	2.0100000000000002	5	3	11	18	2	40	0	0	-1.8637	3.4733776899999995	61.9013	2	0	0	0	0	0	0	0	0	0	0	0	0.3770123334603008	84	816	19	35.766068103350825	1.8824246370184645	18.304463943762272	15.079596291796106	3.224867651966164	5.169925001442312		103.73	1		0.5	1.5000000000000004	3.091757380429033	2.35426476510617	0	3.3416253097913438	7.2797816147042385	0	1.5736725951324726	0	0	1.6925187973291358	1.2208983548264674	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	9.03125	12.76454293628809	0.75	1179.07	0	288	15.052041763877792	8.598042769788446	8.925983317127367	3.919885524290721	3.3570316391002755	1.8525288053642757	1.9134213173060106	0.44897494489528056	11.400197713664323	6.774282735340411	6.617617190554473	2.568660442926831	1.8902961037806991	0.9266176273406895	0.5329340167840846	0.17974315014805442	1.8453049755962032	3.0344634391885554	2.9369145898658777	1.1885407713129492	1.8410826932823277	1.5707227187666648	2.869956032534292	0.35355339059327373	0	0	2.4484331989199744	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	5	0	0	860.013819349956	916.2068574411221	1132.176739504938	971.4779757872088	1056.6566640948565	24.006794514522156	20.989371572649723	29.146324856863792	22.376379347307573	28.534313685900987	0.8557518030983818	-0.4505787754081046	0.06311838208846036	0.004443835407207282	-0.07810493226667689	1	6																														31.345346999999997	41.03465299999999																		
0242_00006																		11.996268748108111	15.999991827979702	-0.38284538154250475	0.2924666433315078	4.041366733414642	8.896633011189977	0.2222222222222222	-0.902	198.1730552471969	0	3	1.9000000000000001		8	8	14	0	24	0	0	-0.6043999999999997	0.36529935999999963	51.1665	1	1	1	1	1	0	0	0	1	0	0	0	0.4392262552116557	66	303	20	27.087149148032303	1.9347963677165931	12.565129746101405	12.565129746101405	0	4.807354922057604		86.99000000000001	0.75		0.42857142857142855	0	0.7663094323935531	1.341230759999709	0	1.6509636244473134	7.732315986074721	0	4.508797713853318	0	0	1.437301717259084	0.8297773030513044	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.071428571428571	5.185595567867036	2.9943289224952743	0.2222222222222222	394.05	0.42857142857142855	152	10.71517847069432	6.557749310264368	5.82187770726624	4.722550283144037	3.0426062684320003	2.1686045341012385	1.4172284013320318	0.8107579136725029	7.467538444186105	3.8372932070770567	2.672060352053212	1.753431548493031	1.0068732845217165	0.6055329145879457	0.28419114542581886	0.12177335654726251	2.707226524489196	3.127850504567293	3.839217620211866	0.6241409805699586	0.6469858217154192	0.6270568758707745	1.0948190167920577	0	0.4065262647925708	0	0.33695468250687016	0	0.04851620265162716	0	0	0	0	0.06804138174397717	0.1554376142423653	0	0	0	0.024056261216234408	0.03446810347816709	0	0	1	5	1	0	1	0	0	635.0535527969972	714.9870684011236	940.3753078427734	900.5658871538092	617.4817863115848	17.87234517770473	15.992551862795384	22.431204852601457	24.98014292368335	18.32091977132564	0.5272661967270208	-0.1975886376350508	-0.18265141096097107	0.19492833067702114	-0.06645656144282419	3	5																														13.806069999999997	26.517929999999993																		
0242_00007																		11.993598085915613	15.996919970842864	-0.35385079092672245	0.2589556878281736	3.6973367868378917	7.016135063948734	0.6	-1.549	131.13006425811633	0	4	1.5699999999999998	5	2	7	8	1	18	0	0	-1.1722999999999995	1.3742872899999987	30.597999999999995	1	0	0	0	0	0	0	0	0	0	0	0	0.613391405415483	34	104	7	16.49232990879588	1.83248110097732	9.575316056068441	7.184256739329763	2.391059316738676	4		80.39	1		0.5	0	0	0	0	1.6509636244473134	3.7797631496846193	0	0.33333333333333337	0	0	0.814325284978472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4.839506172839506	5.877551020408164	0.6	217.04	0	74	7.276020881938894	4.163902460147014	3.4846171252933806	1.9337396407417131	0.8219752754296894	0.6868867239266071	0.23570226039551587	0	4.962380789176953	2.6007635504575264	1.6365378230500975	0.8453751400342977	0.34841419231774473	0.17029900544715448	0.04365510656271525	0	0.7814744144215573	0.48864194209635614	0.6380711874576984	0.17673789520634603	0.1005728317204002	0.07715653573269733	0.696923425058676	0	0	0	0.16661179505275603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	281.0072101975099	275.4422325200197	284.2135306201173	216.70288333837897	143.00420088085943	11.68338740789932	9.162457864578142	11.26901887725165	8.715919461644758	6.1624578645781405	0.3621716301124633	-0.11244314525484947	-0.04535204873764079	0.033074363723979566	-0.1202473498526134	2	4																														11.094863000000002	18.307137																		
0242_00008																		11.993426921956445	15.997926777577089	-0.38257300473906003	0.3581824464643662	3.872319899753397	9.223137521100401	0.8	-0.7480000000000001	217.26255620788356	0	7	2.01	4	3	8	14	2	34	0	0	-1.4728999999999994	2.1694344099999983	51.0339	1	0	0	0	0	0	0	0	0	0	0	0	0.3059437625282359	66	392	15	27.93735698458805	1.8624904656392034	13.430499968184524	10.208213319036023	3.222286649148498	4.807354922057604		66.43	0.75		0.42857142857142855	1.6035674514745466	3.4863897492336626	2.953333514114901	0	0.944940787421155	4.6187588154008825	0	1.1905507889761497	0	0	0.7211247851537042	0.944940787421155	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6.554016620498615	8.96	0.8	879.05	0	157	12.060477932315068	6.742200722131877	7.009481097690978	3.1384111098691645	2.531286042378226	1.4013443418331846	1.382276495357322	0.31285945878459126	9.630522265327405	5.700105182951775	5.723878647331118	2.0857925702054834	1.5307522319165159	0.7716871113132878	0.4122708079173709	0.1370281306081172	1.6411808303642716	2.7348172631281256	2.745840154964756	1.1601561232863975	1.7893094791702473	1.549139267124461	2.4617077420704288	0.35355339059327373	0	0	2.3838834764831844	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	3	0	0	691.010798862671	733.0370710886233	916.6600589892582	760.928694775513	810.5094285229494	18.457856443440264	16.325187618384607	22.707671867057723	17.71219539304245	22.205945777370733	0.6631989111358045	-0.359958786569464	0.04632671581498918	-0.03727855172322164	-0.06438250981707108	0	4																														28.200932999999996	34.57706700000001																		
0242_00009																		11.998657437038112	31.97267807371131	-0.31039701382941454	0.3100054674270184	3.9527447419696093	7.445503690343418	1	-0.5449999999999999	141.1303575093951	0	2	1.13	0	4	5	6	0	15	0	0	-0.2733000000000002	0.07469289000000011	31.8641	0	0	0	0	0	0	0	0	0	0	0	0	0.6200650459240161	28	44	6	12.442703820042826	1.777529117148975	13.16941738241592	4.981155300614687	2.353553390593274	3.584962500721156		87.42999999999999	1		0.5	0.25	0	0	0	0	0	0	0	0	0	0	0.4999999999999999	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2.34375	2.6666666666666665	1	154.05	0	34	5.914213562373096	3.1213203435596424	2.871320343559643	1.914213562373095	0.25	0	0	0	5.289747776722965	3.3904768518794937	2.669973642912493	1.75136542252504	0.33557802760701216	0	0	0	1.7071067811865475	1	0.25	0.9198185274190359	0.48893821995291303	0.07909649964604158	1.2071067811865475	0.25	0	0	0.589073306758206	0.07909649964604158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224.31777972656255	218.23795207812512	237.6540498906251	155.85186257812506	27.51316091015625	20.68708521109344	20.764724372122043	20.265325649663573	8.998425002311567	1	0.3112424392766147	-0.2702833234045352	0.20653548611730993	-0.10684886670000887	0.014975484348926758	1	3																														18.439656	18.088344																		
0242_00010																		11.996268776847206	15.99870398530987	-0.4040049703206731	0.2881753965872544	3.919517158405947	8.6606945804503	0.2222222222222222	0.6579999999999999	166.1742453920581	0	3	2.12		6	8	12	0	22	0	0	0.7784999999999997	0.6060622499999996	47.67210000000001	1	1	1	1	1	0	0	0	1	0	0	0	0.346434798772368	54	212	13	23.363520266453136	1.946960022204428	7.227431657479432	7.227431657479432	0	4.584962500721156		57.53	0.75		0.42857142857142855	0	0	0	0	7.732315986074721	6.793035670767617	0	1.6509636244473134	0	0	1.1447142425533319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.083333333333334	4.888888888888889	3.515625	0.2222222222222222	352.03	0.5	131	8.974691494688162	5.698377302757664	4.961038925198407	3.5679344160660906	2.220790876813115	1.739848450937613	0.7972459360026773	0.4616759350049437	6.473883877788083	3.6470902509039806	2.543758148814854	1.5569361688457943	0.9246639333257793	0.5793015237844898	0.2233487795878245	0.10276133797425868	1.5830491428004063	1.2594437766500373	1.7230579177216407	0.3886983460266262	0.371253113991757	0.36018655049817483	0.7731597389607807	0	0.23570226039551587	0	0.2618428507847586	0	0.016666666666666666	0	0	0	0	0.10206207261596577	0.07216878364870323	0	0	0	0.032075014954979206	0.022680460581325723	0	0	1	5	1	0	2	0	0	539.7686576080935	584.2458935219729	702.0200080147101	584.3256148337405	390.9362506469728	14.323407106622838	12.99627593139769	17.1028369440712	15.545214002479584	10.328367908530257	0.309017902072675	-0.08947481577361421	-0.1284750375917529	0.05329238031377487	0.006534468152159061	2	3																														11.890069999999998	24.913929999999997																		
