id	bits.on
0314_00002	13,15,17,25,26,28,30,49,60,67,88,89,134,148,153,207,214,219,222,231,238,285,310,327,343,351,400,402,411,429,469,499,503,515,530,540,549,552,586,626,651,683,690,696,709,726,731,738,772,778,793,795,802,806,816,818,874,878,883,896,901,904,914,936,937,944,948,968,992
0314_00006	13,15,18,21,25,26,49,60,89,126,134,148,153,161,207,214,219,222,227,231,236,237,238,245,285,288,297,308,327,343,345,351,357,383,399,470,492,494,499,508,513,515,540,547,577,586,602,603,618,626,633,691,726,727,746,758,767,772,778,795,802,806,836,883,898,904,936,944,948,961,968,992,1022
0314_00009	13,14,15,25,26,32,44,53,60,89,99,115,128,134,144,151,184,204,212,214,222,241,259,260,269,274,280,285,288,351,400,426,437,458,460,461,471,473,492,499,517,528,539,540,547,548,566,591,618,626,690,693,694,696,709,711,714,746,753,757,772,782,793,813,818,822,829,832,863,873,874,936,937,948,964,968,983,998
0314_00010	15,18,20,21,25,26,42,60,68,89,94,107,126,134,148,153,161,207,214,222,227,231,236,237,238,245,285,288,297,308,327,343,345,351,357,383,399,470,492,494,499,508,513,515,540,541,547,577,586,602,603,618,626,633,677,691,726,727,746,755,758,767,772,778,795,802,806,836,878,883,898,920,936,944,948,961,968,1022
0314_00011	15,20,21,26,58,60,89,94,95,128,153,159,207,216,222,231,237,244,270,278,285,288,332,343,366,371,382,388,401,439,453,470,480,492,494,497,499,501,508,516,530,584,586,605,609,618,621,626,633,655,670,688,690,691,726,727,746,758,762,772,795,802,806,818,836,871,927,933,936,948,961,964,983
0314_00012	15,20,26,44,45,58,60,77,80,89,92,99,136,146,153,159,161,173,175,207,222,229,231,236,243,244,270,276,285,314,318,332,343,360,366,371,382,401,453,479,480,492,499,508,516,530,605,609,618,621,626,655,670,686,690,726,727,746,758,762,769,772,795,802,806,808,818,836,883,922,933,936,941,948,957,964,970,971,983,1009
0314_00013	5,15,20,21,25,26,89,117,120,134,148,153,161,165,177,214,222,245,255,285,288,302,308,315,326,351,357,358,399,406,408,490,492,499,500,508,513,566,572,574,579,585,603,614,626,635,647,656,727,735,742,763,772,855,863,898,926,936,948,968,973,981,988,1014,1022
0314_00016	13,15,18,25,26,49,60,79,89,101,119,124,134,151,153,169,182,184,188,193,207,214,219,222,231,245,258,285,288,327,340,343,351,400,470,492,494,499,508,513,515,540,547,575,586,618,626,690,696,726,727,729,752,772,778,793,795,802,806,814,818,823,874,883,904,936,944,948,961,968,992
0314_00025	13,15,20,25,26,44,53,60,64,82,89,99,115,134,144,153,184,205,207,214,222,231,250,269,274,280,285,288,331,343,351,361,389,400,416,458,470,473,492,494,499,540,547,566,567,586,618,626,663,690,696,698,726,727,757,762,772,782,793,795,802,806,818,822,850,874,877,936,948,961,968,1013
0314_00029	15,20,21,26,58,60,89,94,95,153,207,216,222,231,237,244,261,285,288,330,332,343,382,388,401,453,470,480,492,494,497,499,508,530,586,605,609,618,626,633,655,670,677,688,690,691,726,727,746,752,758,762,772,795,802,806,818,836,933,936,948,961,964,983
