id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0198_0005	CITRATE	C6H8O7	0.823333333		missing SMILES		
0198_0006	THREONINE	C4H9NO3	0.72		missing SMILES		
0198_0007	PURINE	C5H4N4	0.876666667		missing SMILES		
0198_0012	URATE	C5H4N4O3	0.796666667		missing SMILES		
0198_0017	TAURINE	C2H7NO3S	0.723333333		missing SMILES		
0198_0019	NICOTINATE	C6H5NO2	0.823333333		missing SMILES		
0198_0027	P-HYDROXYPHENYLACETATE	C8H8O3	4.096666667		missing SMILES		
0198_0033	DIHYDROOROTATE	C5H6N2O4	0.776666667		missing SMILES		
0198_0035	PIPECOLATE	C6H11NO2	0.773333333		missing SMILES		
0198_0040	ADENINE	C5H5N5	0.716666667		missing SMILES		
0198_0044	OROTATE	C5H4N2O4	0.81		missing SMILES		
0198_0046	XANTHINE	C5H4N4O2	0.836666667		missing SMILES		
0198_0048	CYSTINE	C6H12N2O4S2	0.716666667		missing SMILES		
0198_0053	THYMINE	C5H6N2O2	1.066666667		missing SMILES		
0198_0061	SUCCINATE	C4H6O4	0.99		missing SMILES		
0198_0062	PHENYLALANINE	C9H11NO2	1.506666667		missing SMILES		
0198_0067	HYPOXANTHINE	C5H4N4O	0.826666667		missing SMILES		
0198_0068	CREATINE	C4H9N3O2	0.716666667		missing SMILES		
0198_0074	TYROSINE	C9H11NO3	0.863333333		missing SMILES		
0198_0077	VALINE	C5H11NO2	0.776666667		missing SMILES		
0198_0078	GUANINE	C5H5N5O	0.906666667		missing SMILES		
0198_0080	PYRIDOXINE	C8H11NO3	0.796666667		missing SMILES		
0198_0085	ISOCITRATE	C6H8O7	0.823333333		missing SMILES		
0198_0090	2-PHOSPHOGLYCERATE	C3H7O7P	0.843333333		missing SMILES		
0198_0098	AMINOADIPATE	C6H11NO4	0.733333333		missing SMILES		
0198_0105	HOMOCYSTEINE	C4H9NO2S	0.753333333		missing SMILES		
0198_0106	THEOPHYLLINE	C7H8N4O2	2.983333333		missing SMILES		
0198_0113	ALLANTOIN	C4H6N4O3	0.736666667		missing SMILES		
0198_0116	(2-AMINOETHYL)PHOSPHONATE	C2H8NO3P	0.7		missing SMILES		
0198_0119	N,N-DIMETHYL-ARGININE	C8H18N4O2	0.673333333		missing SMILES		
0198_0121	PARAXANTHINE	C7H8N4O2	2.983333333		missing SMILES		
0198_0127	4-PYRIDOXATE	C8H9NO4	1.046666667		missing SMILES		
0198_0128	QUINOLINATE	C7H5NO4	0.84		missing SMILES		
0198_0139	4-ACETAMIDOBUTANOATE	C6H11NO3	1.076666667		missing SMILES		
0198_0142	DOPAMINE	C8H11NO2	0.816666667		missing SMILES		
0198_0147	PHOSPHOSERINE	C3H8NO6P	0.753333333		missing SMILES		
0198_0150	CYSTATHIONINE	C7H14N2O4S	0.693333333		missing SMILES		
0198_0151	NORVALINE	C5H11NO2	0.756666667		missing SMILES		
0198_0152	3-HYDROXYMETHYLGLUTARATE	C6H10O5	1.053333333		missing SMILES		
