t [min]	A [%]	B [%]	C [%]	D [%]	flow rate [ml/min]
0	95	5	0	0	0.6
0.2	95	5	0	0	0.6
7.2	0	100	0	0	0.6
8.2	0	100	0	0	0.6
8.2	95	5	0	0	0.6
8.7	95	5	0	0	0.6
