id	name	formula	rt	smiles.std	status	inchi.std	inchikey.std
0081_00001	(RS)-MEVALONIC ACID	C6H12O4	2.64		missing SMILES		
0081_00002	1,2-DIPALMITOYL-RAC-GLYCERO-3-PHOSPHOETHANOLAMINE	C37H74NO8P	36.6		missing SMILES		
0081_00003	1-HYDROXY-2-NAPHTHOATE	C11H8O3	19.12		missing SMILES		
0081_00004	2-HYDROXY-4-(METHYLTHIO)BUTYRIC ACID	C5H10O3S	2.72		missing SMILES		
0081_00005	3-(2-HYDROXYPHENYL)PROPANOATE	C9H10O3	13.43		missing SMILES		
0081_00008	3-HYDROXY-3-METHYLGLUTARATE	C6H10O5	2.41		missing SMILES		
0081_00010	4-ACETAMIDOBUTANOATE	C6H11NO3	2.64		missing SMILES		
0081_00011	4-HYDROXY-2-QUINOLINECARBOXYLIC ACID	C10H7NO3	11.81		missing SMILES		
0081_00012	4-PYRIDOXATE	C8H9NO4	11.7		missing SMILES		
0081_00013	6-CARBOXYHEXANOATE	C7H12O4	2.45		missing SMILES		
0081_00014	ANILINE-2-SULFONIC ACID	C6H7NO3S	2.68		missing SMILES		
0081_00015	AZELAIC ACID	C9H16O4	2.64		missing SMILES		
0081_00020	CITRAMALATE	C5H8O5	2.45		missing SMILES		
0081_00021	DETHIOBIOTIN	C10H18N2O3	12.46		missing SMILES		
0081_00023	DIMETHYLBENZIMIDAZOLE	C9H10N2	20.61		missing SMILES		
0081_00025	FORMYL-L-METHIONYL PEPTIDE	C6H11NO3S	2.68		missing SMILES		
0081_00027	HIPPURATE	C9H9NO3	10.89		missing SMILES		
0081_00028	INDOLE-3-ACETAMIDE	C10H10N2O	15.62		missing SMILES		
0081_00029	INDOXYL SULFATE	C8H7NO4S	11.84		missing SMILES		
0081_00031	MELATONIN	C13H16N2O2	17.85		missing SMILES		
0081_00032	N6-(DELTA2-ISOPENTENYL)-ADENINE	C10H13N5	20.52		missing SMILES		
0081_00033	N-ACETYL-DL-GLUTAMIC ACID	C7H11NO5	2.41		missing SMILES		
0081_00034	N-ACETYL-DL-METHIONINE	C7H13NO3S	2.76		missing SMILES		
0081_00036	N-ACETYLGLYCINE	C4H7NO3	2.6		missing SMILES		
0081_00040	N-ACETYLSEROTONIN	C12H14N2O2	13.69		missing SMILES		
0081_00041	N-FORMYLGLYCINE	C3H5NO3	2.52		missing SMILES		
0081_00042	PTERIN	C6H5N5O	2.64		missing SMILES		
0081_00043	PURINE	C5H4N4	2.72		missing SMILES		
0081_00046	SUBERIC ACID	C8H14O4	2.64		missing SMILES		
0081_00047	TAURINE	C2H7NO3S	2.52		missing SMILES		
0081_00049	URATE	C5H4N4O3	2.64		missing SMILES		
0081_00051	XANTHINE	C5H4N4O2	2.64		missing SMILES		
0081_00052	XANTHURENIC ACID	C10H7NO4	2.64		missing SMILES		
