id	url	source	comment	authors	name	missing information	mail	method.type
0408	10.1007/s00216-013-6954-6	Publication - Stanstrup	Submitted by Fangyuan Sun	Stanstrup, J., Gerlich, M., Dragsted, L.O. et al	ROASMI_43	column temperature and flowrate		RP
