id	name	formula	rt	pubchem.cid	pubchem.smiles.isomeric	pubchem.smiles.canonical	pubchem.inchi	pubchem.inchikey	id.chebi	id.hmdb	id.lipidmaps	id.kegg	comment
0418_00001			2.35		C1=C(NC=N1)C[C@@H](C(=O)O)N								
0418_00002			3.02		C(C[C@@H](C(=O)O)N)CN=C(N)N								
0418_00003			3.75		C([C@@H](C(=O)O)N)C(=O)N								
0418_00004			4.45		C(CC(=O)N)[C@@H](C(=O)O)N								
0418_00005			5.14		C([C@@H](C(=O)O)N)O								
0418_00006			5.85		C(C(=O)O)N								
0418_00007			5.87		C(CO)N								
0418_00008			6.29		C[C@H]([C@@H](C(=O)O)N)O								
0418_00009			6.31		C([C@@H](C(=O)O)N)S								
0418_00010			6.5		C(CCNCCCN)CNCCCN								
0418_00011			6.78		C[C@@H](C(=O)O)N								
0418_00012			7.25		C(CC(=O)C(=O)O)CC(=O)O								
0418_00013			8.11		CC(=O)O								
0418_00014			8.32		C1=CC(=C(N=C1)C(=O)O)C(=O)O								
0418_00015			8.37		C1C[C@H](NC1)C(=O)O								
0418_00016			9.06		CSCC[C@@H](C(=O)O)N								
0418_00017			9.21		C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N								
0418_00018			9.34		CC(C)[C@@H](C(=O)O)N								
0418_00019			9.67		CCC(=O)O								
0418_00020			9.8		C(CCNCCCN)CN								
0418_00021			9.89		C1=CC2=C(C(=C1)O)NC(=CC2=O)C(=O)O								
0418_00022			9.89		C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N								
0418_00023			11.37		CC(C)C(=O)O								
0418_00024			11.45		CC[C@H](C)[C@@H](C(=O)O)N								
0418_00025			11.69		CC(C)C[C@@H](C(=O)O)N								
0418_00026			11.76		CCCC(=O)O								
0418_00027			11.78		C1=CC=C(C=C1)CC(C(=O)O)N								
0418_00028			11.91		CC(=O)NCCC1=CNC2=CC(=C(C=C21)OC)O								
0418_00029			12.08		C1=CC2=C(C=C1O)C(=CN2)CC(=O)O								
0418_00030			12.1		C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)O								
0418_00031			12.1		COC1=CC2=C(C=C1)NC=C2CC(=O)O								
0418_00032			12.17		CC(=O)NCCC1=CNC2=C1C=C(C=C2)O								
0418_00033			13.37		C1=CC=C2C(=C1)C(=CN2)CC(=O)O								
0418_00034			13.44		C1=CC=C2C(=C1)C(=CN2)CCN								
0418_00035			13.64		CCC(C)C(=O)O								
0418_00036			14.0		CC(C)CC(=O)O								
0418_00037			14.53		CCCCC(=O)O								
0418_00038			15.51		C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O								
0418_00039			15.68		C1=CC(=C(C(=C1)O)N)C(=O)O								
0418_00040			16.21		C(CCN)C[C@@H](C(=O)O)N								
