id	name	method.type	source	url	pmid	authors	missing information	comment	model.manual_void_threshold_estimate	model.flags
0259	CCS_neg_40_ACN_BEH C18	RP	Dataset - BGC			E.-M. Harrieder, M. Witting			2.1	
